date,Humi,dew,snow
2013010609,60,-11.2,
2013010700,54,-14.8,
2013010701,49.5,-16.25,
2013010710,35.5,-17,
2013010711,32.5,-15.85,
2013010712,25.5,-16.25,
2013010713,19.5,-17.8,
2013010714,16.5,-19.15,
2013010715,18,-18.2,
2013010716,19,-18.1,
2013010717,26.5,-15.7,
2013010718,24.5,-17.1,
2013010719,27,-16.55,
2013010702,51.5,-15.95,
2013010720,29.5,-16.45,
2013010721,31.5,-16.25,
2013010722,35.5,-15.15,
2013010723,37.5,-14.65,
2013010703,48.5,-18.15,
2013010704,50.5,-17.85,
2013010705,51,-17.35,
2013010706,52,-17.8,
2013010707,51,-18.95,
2013010708,53,-17.6,
2013010709,47.5,-17.05,
2013010800,38.5,-14.7,
2013010801,47,-13.55,
2013010810,45.5,-11.75,
2013010811,40.5,-11.4,
2013010812,25.5,-15.1,
2013010813,22,-16.3,
2013010814,20,-16.4,
2013010815,21,-15.7,
2013010816,23,-15.15,
2013010817,26,-14.95,
2013010818,28,-15.4,
2013010819,33.5,-15.2,
2013010802,53.5,-13.4,
2013010820,29,-16.05,
2013010821,30,-16.15,
2013010822,31,-15.9,
2013010823,39,-15.25,
2013010803,54.5,-13.8,
2013010804,56,-13.55,
2013010805,60.5,-13.5,
2013010806,60.5,-13.65,
2013010807,63.5,-12.95,
2013010808,62,-13.45,
2013010809,57,-12.35,
2013010900,31,-16.45,
2013010901,29,-17.3,
2013010910,41,-14.4,
2013010911,38,-14.25,
2013010912,36,-14.15,
2013010913,34,-14.75,
2013010914,31,-15.15,
2013010915,31.5,-15.3,
2013010916,27.5,-17.05,
2013010917,30.5,-16.85,
2013010918,32,-17.55,
2013010919,35.5,-17.3,
2013010902,31,-17.2,
2013010920,32.5,-18.45,
2013010921,40,-17.8,
2013010922,42,-18.05,
2013010923,46.5,-17.9,
2013010903,33,-17.55,
2013010904,39.5,-17,
2013010905,42,-16.3,
2013010906,45.5,-15.75,
2013010907,50.5,-15.3,
2013010908,55,-14.95,
2013010909,50.5,-14.1,
2013011000,47.5,-19.05,
2013011001,48.5,-20.35,
2013011010,36.5,-17.5,
2013011011,27,-19,
2013011012,20,-21.05,
2013011013,19,-21.25,
2013011014,16.5,-21.8,
2013011015,16,-22.05,
2013011016,17.5,-21.45,
2013011017,18.5,-21.7,
2013011018,21.5,-21.25,
2013011019,23,-21.2,
2013011002,50.5,-19.85,
2013011020,26,-20.55,
2013011021,29.5,-20.35,
2013011022,41,-19.05,
2013011023,41.5,-19.15,
2013011003,50,-19.7,
2013011004,51.5,-19.3,
2013011005,55.5,-18.55,
2013011006,55.5,-18.75,
2013011007,58,-17.9,
2013011008,59.5,-17.2,
2013011009,53.5,-15.6,
2013011100,43,-18.85,
2013011101,50,-18.55,
2013011110,38.5,-16.2,
2013011111,30.5,-16.95,
2013011112,26,-17.15,
2013011113,21,-17.85,
2013011114,15.5,-19.75,
2013011115,17,-18.7,
2013011116,17,-18.3,
2013011117,30,-14,
2013011118,38.5,-12.9,
2013011119,38,-13.75,
2013011102,49.5,-18.8,
2013011120,45,-12.5,
2013011121,47.5,-12.4,
2013011122,51.5,-11.7,
2013011123,53.5,-11.6,
2013011103,52,-18.75,
2013011104,53,-18.5,
2013011105,55,-18.7,
2013011106,54,-19.25,
2013011107,55,-19.05,
2013011108,54,-19.35,
2013011109,49,-17.45,
2013011200,51,-11.95,
2013011201,51.5,-11.6,
2013011210,42.5,-9.25,
2013011211,43.5,-8.2,
2013011212,40.5,-6.45,
2013011213,40.5,-5.45,
2013011214,40.5,-3.95,
2013011215,38.5,-4.3,
2013011216,39.5,-4.45,
2013011217,45,-3.95,
2013011218,53,-3.9,
2013011219,62.5,-3.7,
2013011202,53,-10.95,
2013011220,68,-3.9,
2013011221,71,-4.25,
2013011222,72,-4.95,
2013011223,65.5,-6.3,
2013011203,56,-11.25,
2013011204,54.5,-11.45,
2013011205,58.5,-10.05,
2013011206,58.5,-11,
2013011207,57.5,-11.05,
2013011208,56.5,-10.45,
2013011209,52.5,-9.55,
2013011300,66.5,-6.75,
2013011301,70.5,-6.35,
2013011310,64.5,-6.4,
2013011311,56.5,-8.75,
2013011312,58,-6.6,
2013011313,50.5,-6.6,
2013011314,48.5,-6.1,
2013011315,55.5,-4.4,
2013011316,55,-4.4,
2013011317,58,-4.05,
2013011318,63.5,-3.35,
2013011319,68.5,-2.75,
2013011302,71.5,-6.05,
2013011320,71.5,-2.95,
2013011321,74.5,-2.6,
2013011322,75,-3.2,
2013011323,76.5,-3.55,
2013011303,73.5,-5.35,
2013011304,74,-5.2,
2013011305,72,-6.2,
2013011306,72,-6.35,
2013011307,71,-6.75,
2013011308,74.5,-5.75,
2013011309,72.5,-5.6,
2013011400,76.5,-4.25,
2013011401,76.5,-4.65,
2013011410,69,-5.05,
2013011411,59,-5.4,
2013011412,46,-6.35,
2013011413,23.5,-12.4,
2013011414,21.5,-13.5,
2013011415,29,-10.7,
2013011416,32,-9.9,
2013011417,37,-9.25,
2013011418,45,-7.7,
2013011419,45.5,-7.9,
2013011402,76,-5.35,
2013011420,47,-8.15,
2013011421,45.5,-8.4,
2013011422,47,-8.65,
2013011423,50,-9.25,
2013011403,76,-5.45,
2013011404,75.5,-6.15,
2013011405,75.5,-6.8,
2013011406,78.5,-7.05,
2013011407,77.5,-7.45,
2013011408,78,-7.45,
2013011409,74,-6.55,
2013011500,53.5,-10.15,
2013011501,55,-9.95,
2013011510,58.5,-6.4,
2013011511,49.5,-6.55,
2013011512,44,-6.9,
2013011513,43.5,-5.65,
2013011514,41.5,-5.2,
2013011515,38.5,-5.65,
2013011516,39.5,-5.95,
2013011517,46,-5.15,
2013011518,56,-4.75,
2013011519,65.5,-4.75,
2013011502,61,-9.5,
2013011520,68,-5.1,
2013011521,70.5,-4.8,
2013011522,70,-5.1,
2013011523,70,-5.35,
2013011503,65,-9.3,
2013011504,65.5,-9.85,
2013011505,67.5,-9.85,
2013011506,68.5,-9.7,
2013011507,70.5,-9.15,
2013011508,70.5,-9.35,
2013011509,67,-7.9,
2013011600,72,-5.65,
2013011601,70,-5.95,
2013011610,54,-7.75,
2013011611,46,-7.6,
2013011612,42.5,-7.4,
2013011613,43,-6.3,
2013011614,45.5,-5.7,
2013011615,52,-4.95,
2013011616,59,-4.3,
2013011617,62.5,-3.7,
2013011618,55.5,-5.45,
2013011619,51.5,-6.8,
2013011602,71.5,-5.55,
2013011620,54.5,-6.65,
2013011621,59.5,-5.9,
2013011622,57.5,-6.15,
2013011623,59.5,-6,
2013011603,72.5,-6.1,
2013011604,74.5,-6.15,
2013011605,77,-6.1,
2013011606,75,-7.1,
2013011607,71.5,-7.2,
2013011608,65.5,-8.2,
2013011609,58.5,-8.45,
2013011700,61.5,-5.85,
2013011701,63,-5.8,
2013011710,48,-11.15,
2013011711,45.5,-10.95,
2013011712,46,-10.6,
2013011713,46,-10.15,
2013011714,44.5,-9.75,
2013011715,44.5,-9.5,
2013011716,45,-9.85,
2013011717,47,-9.95,
2013011718,47.5,-10.35,
2013011719,49,-10.2,
2013011702,60,-6.7,
2013011720,50,-10.35,
2013011721,53.5,-10.4,
2013011722,58.5,-10.4,
2013011723,62.5,-10.55,
2013011703,58,-7.6,
2013011704,54.5,-8.75,
2013011705,56.5,-8.9,
2013011706,57,-9.3,
2013011707,56.5,-9.7,
2013011708,55,-10.3,
2013011709,52,-10.35,
2013011800,68,-10.45,
2013011801,68.5,-11.15,
2013011810,56,-12.5,
2013011811,44,-12.3,
2013011812,34.5,-14.05,
2013011813,23.5,-16.55,
2013011814,21.5,-16.15,
2013011815,24,-14.95,
2013011816,26.5,-14.9,
2013011817,28.5,-14.7,
2013011818,38,-13.2,
2013011819,38.5,-12.65,
2013011802,68.5,-11.6,
2013011820,43.5,-11.7,
2013011821,51.5,-11.95,
2013011822,54,-11.35,
2013011823,54,-11.9,
2013011803,68.5,-11.8,
2013011804,67.5,-12.4,
2013011805,68,-12.8,
2013011806,69,-12.85,
2013011807,68,-13.15,
2013011808,68.5,-13.15,
2013011809,61,-13.15,
2013011900,52.5,-11.85,
2013011901,53.5,-11.45,
2013011910,56.5,-7.85,
2013011911,49.5,-7.75,
2013011912,44.5,-7.75,
2013011913,40.5,-8,
2013011914,37,-7.75,
2013011915,37.5,-7.1,
2013011916,37.5,-7.35,
2013011917,40,-7.7,
2013011918,46,-7.25,
2013011919,54.5,-6.85,
2013011902,54,-11.75,
2013011920,61.5,-6.55,
2013011921,63,-6.7,
2013011922,67.5,-6.05,
2013011923,65,-7.2,
2013011903,54,-12.15,
2013011904,57,-11.1,
2013011905,60.5,-9.8,
2013011906,63.5,-9.2,
2013011907,67,-8.45,
2013011908,66.5,-8.25,
2013011909,62,-8.05,
2013012000,66.5,-7.2,
2013012001,68.5,-7,
2013012010,62.5,-5.95,
2013012011,60,-4.1,
2013012012,52,-4.15,
2013012013,40.5,-5.95,
2013012014,32.5,-6.85,
2013012015,35.5,-4.85,
2013012016,38.5,-4.75,
2013012017,47.5,-3.15,
2013012018,55,-2.55,
2013012019,55,-2.9,
2013012002,68.5,-7.15,
2013012020,59,-2.5,
2013012021,55,-2.65,
2013012022,61.5,-1.65,
2013012023,63,-1.5,
2013012003,69.5,-7.5,
2013012004,72,-6.95,
2013012005,72.5,-7.3,
2013012006,72.5,-7.55,
2013012007,72,-7.2,
2013012008,69.5,-7.6,
2013012009,64,-7.4,
2013012100,61,-1.6,
2013012101,64,-0.65,
2013012110,84.5,3.65,
2013012111,86.5,4.1,
2013012112,86.5,4.1,
2013012113,87.5,4.35,
2013012114,88,4.6,
2013012115,88.5,4.7,
2013012116,89,4.7,
2013012117,90.5,4.65,
2013012118,90.5,4.8,
2013012119,91,4.6,
2013012102,67.5,0.3,
2013012120,90.5,4.3,
2013012121,90.5,4.25,
2013012122,90,3.95,
2013012123,90.5,4,
2013012103,67.5,0.7,
2013012104,70.5,1,
2013012105,76.5,1.75,
2013012106,78.5,2.35,
2013012107,81.5,2.55,
2013012108,83.5,3.05,
2013012109,85,3.65,
2013012200,90.5,3.3,
2013012201,91.5,3.7,
2013012210,83.5,2.05,
2013012211,79,2.05,
2013012212,75,1.7,
2013012213,72,1.7,
2013012214,68.5,0.95,
2013012215,68,0.95,
2013012216,70,0.9,
2013012217,73.5,0.7,
2013012218,75.5,0.5,
2013012219,77,0.2,
2013012202,91,4.35,
2013012220,78,0.3,
2013012221,79,0.15,
2013012222,80,0.15,
2013012223,81,0.3,
2013012203,88,3.7,
2013012204,87,3.05,
2013012205,87,2.9,
2013012206,86.5,2.5,
2013012207,85.5,2.2,
2013012208,87,2.25,
2013012209,87.5,2.2,
2013012300,81.5,0.3,
2013012301,81,0.3,
2013012310,82.5,0.65,
2013012311,80.5,0.75,
2013012312,80,1.3,
2013012313,77,1.25,
2013012314,80.5,1.9,
2013012315,80,1.7,
2013012316,79,1.25,
2013012317,81,1.35,
2013012318,82,1.1,
2013012319,83,0.85,
2013012302,82,0.25,
2013012320,85.5,0.75,
2013012321,84.5,-0.05,
2013012322,84,-0.15,
2013012323,83,-0.55,
2013012303,82.5,0.4,
2013012304,82,0.05,
2013012305,81,-0.25,
2013012306,80,-0.35,
2013012307,79,-0.5,
2013012308,79,-0.45,
2013012309,80.5,0.05,
2013012400,83,-0.7,
2013012401,83.5,-0.9,
2013012410,72.5,-3.5,
2013012411,71.5,-3.05,
2013012412,73.5,-2.4,
2013012413,71.5,-2.2,
2013012414,70.5,-1.75,
2013012415,72,-1,
2013012416,73.5,-0.8,
2013012417,73.5,-0.85,
2013012418,69.5,-1.55,
2013012419,64,-2.8,
2013012402,83.5,-1.35,
2013012420,52.5,-6.05,
2013012421,47.5,-8,
2013012422,44.5,-9.7,
2013012423,44.5,-10.4,
2013012403,83,-2.1,
2013012404,79.5,-3.15,
2013012405,79,-3.7,
2013012406,79.5,-3.85,
2013012407,77.5,-4.1,
2013012408,79,-3.7,
2013012409,74.5,-3.75,
2013012500,43.5,-11.35,
2013012501,40.5,-13,
2013012510,39,-15.55,
2013012511,32.5,-16.35,
2013012512,32,-16.15,
2013012513,31,-15.05,
2013012514,28.5,-16.3,
2013012515,31,-15.5,
2013012516,32.5,-15.1,
2013012517,34.5,-14.75,
2013012518,36.5,-15.1,
2013012519,37.5,-15.15,
2013012502,39.5,-13.85,
2013012520,39.5,-15,
2013012521,39,-15.65,
2013012522,43,-14.9,
2013012523,44,-14.7,
2013012503,43,-13.6,
2013012504,40,-14.85,
2013012505,41.5,-14.75,
2013012506,43,-14.7,
2013012507,43,-15,
2013012508,41,-15.8,
2013012509,39,-15.85,
2013012600,46,-14.25,
2013012601,47,-14.55,
2013012610,35,-17.4,
2013012611,31,-18.35,
2013012612,26,-19.3,
2013012613,23,-20.1,
2013012614,24,-19,
2013012615,23,-19.25,
2013012616,20.5,-20.65,
2013012617,20,-21.4,
2013012618,25.5,-19.8,
2013012619,31,-18.65,
2013012602,48,-14.7,
2013012620,36,-17.35,
2013012621,39.5,-16.95,
2013012622,42.5,-16.45,
2013012623,45,-16,
2013012603,51.5,-14.15,
2013012604,53.5,-13.6,
2013012605,53,-13.35,
2013012606,52,-13.7,
2013012607,53,-14.05,
2013012608,51.5,-14.85,
2013012609,40,-16.65,
2013012700,50.5,-15.65,
2013012701,54.5,-15.2,
2013012710,53.5,-12.55,
2013012711,50,-12.15,
2013012712,46,-11.75,
2013012713,38.5,-12.45,
2013012714,45.5,-11.05,
2013012715,41.5,-11.7,
2013012716,40.5,-12.65,
2013012717,40.5,-13.2,
2013012718,45,-12.95,
2013012719,43.5,-13.35,
2013012702,57.5,-14.7,
2013012720,44,-13.6,
2013012721,47,-13.5,
2013012722,50.5,-12.95,
2013012723,55,-12.95,
2013012703,58.5,-14.4,
2013012704,59.5,-13.8,
2013012705,59,-13.85,
2013012706,57.5,-13.8,
2013012707,58,-14.25,
2013012708,59.5,-14.15,
2013012709,60,-12.45,
2013012800,59.5,-12.75,
2013012801,61.5,-12.9,
2013012810,48,-12.15,
2013012811,37.5,-13.1,
2013012812,32,-14.35,
2013012813,29,-13.05,
2013012814,26,-13.35,
2013012815,27.5,-12.4,
2013012816,27,-12,
2013012817,32,-10.3,
2013012818,42.5,-9.15,
2013012819,49.5,-9.3,
2013012802,63.5,-12.8,
2013012820,52,-8.8,
2013012821,57,-7.95,
2013012822,55,-9.05,
2013012823,57,-9.4,
2013012803,64.5,-12.75,
2013012804,66.5,-12.35,
2013012805,67,-12.25,
2013012806,65,-12.2,
2013012807,66,-12.15,
2013012808,63,-12.55,
2013012809,59.5,-11.95,
2013012900,59,-9.4,
2013012901,62.5,-8.7,
2013012910,63,-4.85,
2013012911,53.5,-5.15,
2013012912,44,-4.9,
2013012913,38,-5.8,
2013012914,42.5,-2.8,
2013012915,43,-2.6,
2013012916,46,-1.95,
2013012917,47.5,-2.1,
2013012918,54.5,-2.1,
2013012919,63,-1.95,
2013012902,64.5,-8.4,
2013012920,66,-2.05,
2013012921,71,-1.75,
2013012922,73,-1.75,
2013012923,73.5,-2.15,
2013012903,66,-8.2,
2013012904,67,-8.25,
2013012905,68,-8.35,
2013012906,71,-8.05,
2013012907,72,-7.75,
2013012908,71,-7.85,
2013012909,67.5,-6.2,
2013013000,73,-2.55,
2013013001,73.5,-2.8,
2013013010,68.5,-1.85,
2013013011,62,-0.95,
2013013012,50.5,-1.25,
2013013013,44,-0.4,
2013013014,37.5,-1.8,
2013013015,36,-2.65,
2013013016,35.5,-3,
2013013017,43,-1.65,
2013013018,56.5,-0.55,
2013013019,62.5,-0.85,
2013013002,74,-2.8,
2013013020,65,-0.9,
2013013021,70,-1.05,
2013013022,70.5,-1.2,
2013013023,73.5,-1.1,
2013013003,75,-3.3,
2013013004,75,-3.7,
2013013005,76,-4,
2013013006,75.5,-4.4,
2013013007,77,-4.4,
2013013008,78,-4.05,
2013013009,73.5,-3.05,
2013013100,75.5,-0.95,
2013013101,77,-1,
2013013110,71.5,0.25,
2013013111,61.5,0.55,
2013013112,54.5,1.3,
2013013113,50.5,1.05,
2013013114,45,0.1,
2013013115,43,0.05,
2013013116,47,0.35,
2013013117,50,0.85,
2013013118,54,1,
2013013119,60,1.6,
2013013102,79,-0.85,
2013013120,62.5,1.65,
2013013121,60,1.9,
2013013122,63.5,2,
2013013123,71,3,
2013013103,76,-1.05,
2013013104,77.5,-1.1,
2013013105,79.5,-1.45,
2013013106,80,-1.5,
2013013107,80.5,-1.15,
2013013108,80.5,-0.7,
2013013109,78,-0.2,
2013020100,77,4,
2013020101,75.5,4.15,
2013020110,89,7.8,
2013020111,87.5,8.45,
2013020112,89.5,9.25,
2013020113,88.5,9.75,
2013020114,89.5,10.9,
2013020115,85.5,10.6,
2013020116,86.5,10.35,
2013020117,86,9.9,
2013020118,88,10.05,
2013020119,86.5,9.85,
2013020102,79.5,4.55,
2013020120,85,9.3,
2013020121,85.5,8.7,
2013020122,84,7.8,
2013020123,83,7.25,
2013020103,84,5.3,
2013020104,88,5.75,
2013020105,88,5.8,
2013020106,89,6.3,
2013020107,88,7.1,
2013020108,85.5,7.1,
2013020109,87,7.2,
2013020200,83.5,6.8,
2013020201,84.5,5.95,
2013020210,56.5,-2.5,
2013020211,45,-4,
2013020212,32.5,-7.35,
2013020213,30.5,-7.35,
2013020214,27.5,-8.6,
2013020215,29,-8.05,
2013020216,26,-10,
2013020217,29.5,-9.55,
2013020218,34.5,-9.55,
2013020219,39,-9.35,
2013020202,73,3.6,
2013020220,41,-9.55,
2013020221,44.5,-9.65,
2013020222,52,-9.25,
2013020223,52,-10.25,
2013020203,70.5,2.4,
2013020204,72.5,2.1,
2013020205,70,0.95,
2013020206,70.5,0.5,
2013020207,70.5,-0.35,
2013020208,66,-1.5,
2013020209,62,-2.05,
2013020300,51.5,-11.35,
2013020301,48,-14.1,
2013020310,52,-8.3,
2013020311,52,-6.55,
2013020312,55,-4.9,
2013020313,55.5,-3.6,
2013020314,53,-4.1,
2013020315,56,-3.25,
2013020316,57.5,-2.95,
2013020317,60,-2.45,
2013020318,66,-1.55,
2013020319,70.5,-0.85,
2013020302,48,-14.85,
2013020320,73,-0.5,
2013020321,77,-0.2,
2013020322,83,0.7,
2013020323,84,1.05,
2013020303,48.5,-14.8,
2013020304,49.5,-14.8,
2013020305,54,-13.2,
2013020306,55.5,-12.8,
2013020307,56,-12.6,
2013020308,55.5,-12.05,
2013020309,55.5,-10.4,
2013020400,84,1.15,
2013020401,88,0.8,
2013020410,86,2.7,
2013020411,80.5,2,
2013020412,75,1.35,
2013020413,68.5,1.85,
2013020414,64.5,1,
2013020415,58.5,-0.1,
2013020416,54.5,-1.25,
2013020417,53,-2,
2013020418,55.5,-2.6,
2013020419,58.5,-2.9,
2013020402,89.5,1.65,
2013020420,55.5,-5.65,
2013020421,60,-5.75,
2013020422,66,-5.15,
2013020423,68.5,-5.05,
2013020403,90,2.15,
2013020404,90,2.45,
2013020405,91,2.75,
2013020406,91,2.75,
2013020407,91.5,2.7,
2013020408,92,3.1,
2013020409,91,3.75,
2013020500,71,-4.5,
2013020501,72,-4.25,
2013020510,73,-1.6,
2013020511,71,-1.25,
2013020512,69,-0.9,
2013020513,70,-0.4,
2013020514,68,-0.6,
2013020515,67.5,-0.35,
2013020516,80.5,1.65,
2013020517,82.5,2.1,
2013020518,89,2.45,
2013020519,88.5,2.2,
2013020502,74.5,-3.3,
2013020520,88.5,2.05,
2013020521,85.5,1.55,
2013020522,84.5,1.25,
2013020523,84,1.1,
2013020503,75.5,-3.35,
2013020504,76.5,-3.35,
2013020505,76.5,-3.3,
2013020506,76.5,-3.15,
2013020507,76,-2.9,
2013020508,75.5,-2.75,
2013020509,73.5,-2.4,
2013020600,84,1.1,
2013020601,81.5,0.85,
2013020610,79,-0.2,
2013020611,70.5,-1.25,
2013020612,61,-2.45,
2013020613,58.5,-2.7,
2013020614,58,-2.65,
2013020615,57.5,-2.65,
2013020616,56,-3.4,
2013020617,59,-3.8,
2013020618,61.5,-3.9,
2013020619,65,-3.55,
2013020602,82,0.9,
2013020620,65,-3.75,
2013020621,62.5,-4.7,
2013020622,62.5,-5.1,
2013020623,61,-5.85,
2013020603,85,0.95,
2013020604,85.5,0.5,
2013020605,84.5,0.25,
2013020606,81,-0.4,
2013020607,79.5,-0.65,
2013020608,78.5,-0.75,
2013020609,80.5,-0.55,
2013020700,61.5,-6.1,
2013020701,61,-6.45,
2013020710,45.5,-11.55,
2013020711,40.5,-13.55,
2013020712,39,-13.9,
2013020713,37.5,-14.65,
2013020714,30,-17.65,
2013020715,29.5,-18.1,
2013020716,30.5,-18.3,
2013020717,27.5,-20.2,
2013020718,29.5,-20.55,
2013020719,30,-21.35,
2013020702,63.5,-6.75,
2013020720,29.5,-22.45,
2013020721,31,-22.5,
2013020722,30,-23.25,
2013020723,32,-22.85,
2013020703,63,-6.75,
2013020704,62,-7.15,
2013020705,56,-7.6,
2013020706,57.5,-7.45,
2013020707,50.5,-10,
2013020708,54,-9.55,
2013020709,48,-10.95,
2013020800,33,-22.9,
2013020801,35.5,-22.55,
2013020810,32.5,-22.75,
2013020811,31.5,-21.05,
2013020812,29,-20.3,
2013020813,26,-19.75,
2013020814,27,-17.25,
2013020815,27,-16.5,
2013020816,31.5,-15.55,
2013020817,33.5,-15.7,
2013020818,36,-15.85,
2013020819,39,-15.6,
2013020802,40.5,-21.4,
2013020820,40,-15.9,
2013020821,41.5,-15.65,
2013020822,46.5,-14.9,
2013020823,52,-14.5,
2013020803,44.5,-20.35,
2013020804,41.5,-21.2,
2013020805,43,-21.1,
2013020806,45,-20.65,
2013020807,42,-21.7,
2013020808,40.5,-22.25,
2013020809,41,-21.4,
2013020900,54,-14.3,
2013020901,54,-14.45,
2013020910,39,-16.7,
2013020911,33.5,-16.85,
2013020912,30.5,-16.55,
2013020913,29,-16.15,
2013020914,24.5,-16.8,
2013020915,24.5,-17.1,
2013020916,24,-17.4,
2013020917,25.5,-17.25,
2013020918,33,-14.85,
2013020919,36,-14.5,
2013020902,53,-14.9,
2013020920,42,-13.7,
2013020921,47.5,-12.8,
2013020922,51,-12.2,
2013020923,53.5,-12.6,
2013020903,53,-15.15,
2013020904,56.5,-14,
2013020905,57,-14.9,
2013020906,59,-14.45,
2013020907,58,-15.4,
2013020908,57,-15.4,
2013020909,47.5,-15.75,
2013021000,60,-11.8,
2013021001,57.5,-13.15,
2013021010,52.5,-10.15,
2013021011,39,-10.95,
2013021012,37.5,-9.5,
2013021013,38,-9.05,
2013021014,38.5,-8.25,
2013021015,38.5,-7.9,
2013021016,41,-7.55,
2013021017,40.5,-8.05,
2013021018,44.5,-7.95,
2013021019,52.5,-6.9,
2013021002,59,-13.35,
2013021020,54.5,-7.25,
2013021021,52.5,-7.7,
2013021022,53,-8.3,
2013021023,51.5,-8.8,
2013021003,59.5,-13.55,
2013021004,58,-14.25,
2013021005,59.5,-13.9,
2013021006,61,-12.55,
2013021007,63,-11.95,
2013021008,63,-11.45,
2013021009,57.5,-11.3,
2013021100,53,-9.1,
2013021101,52,-9.8,
2013021110,35,-14.9,
2013021111,26.5,-17,
2013021112,19.5,-19.05,
2013021113,18,-18.25,
2013021114,20.5,-15.65,
2013021115,22,-15.1,
2013021116,24.5,-14.2,
2013021117,30.5,-12.15,
2013021118,39.5,-10.3,
2013021119,43,-9.9,
2013021102,55.5,-9.7,
2013021120,43,-10.3,
2013021121,42.5,-10.6,
2013021122,49.5,-9.3,
2013021123,57,-8.05,
2013021103,56.5,-10,
2013021104,49.5,-11.85,
2013021105,50.5,-12.4,
2013021106,47.5,-13.4,
2013021107,50,-13.35,
2013021108,51.5,-13.4,
2013021109,40.5,-14.75,
2013021200,59,-7.75,
2013021201,56.5,-7.8,
2013021210,61,-5.2,
2013021211,66.5,-4.55,
