date,Humi,dew,snow
2013010419,37,-21.3,7.5
2013010402,47,-22.7,9.2
2013010420,41,-20.3,7.5
2013010421,47,-19,7.5
2013010422,49,-18.7,7.5
2013010423,55,-17.8,7.5
2013010403,49,-22.5,9.2
2013010404,50,-22.3,9.2
2013010405,55,-21.3,9.2
2013010406,56,-21.3,9.2
2013010407,59,-20.9,9.2
2013010408,58,-21.2,9.2
2013010409,54,-21.1,9.2
2013010500,53,-18.2,7.5
2013010501,53,-18.6,7.5
2013010510,49,-17.5,7.5
2013010511,48,-16,7.5
2013010512,45,-15.4,7.5
2013010513,43,-13.8,7.4
2013010514,46,-11.4,7.3
2013010515,53,-10.1,7.3
2013010516,57,-9.6,7.3
2013010517,63,-9,7.3
2013010518,63,-9.4,7.3
2013010519,66,-9.4,7.3
2013010502,54,-18.4,7.5
2013010520,69,-9.3,7.3
2013010521,72,-9,7.3
2013010522,66,-10.4,7.3
2013010523,70,-10.2,7.3
2013010503,62,-17.2,7.5
2013010504,62,-17.7,7.5
2013010505,60,-18.2,7.5
2013010506,56,-18.8,7.5
2013010507,61,-17.7,7.5
2013010508,63,-17.7,7.5
2013010509,57,-17.8,7.5
2013010600,67,-11.2,7.3
2013010601,74,-10.4,7.3
2013010610,67,-12.1,7.3
2013010611,61,-12.2,7.3
2013010612,54,-12.3,7.3
2013010613,41,-14.2,7.2
2013010614,50,-11.4,7.2
2013010615,41,-13.5,7.2
2013010616,32,-16.8,7.1
2013010617,31,-18.4,7.1
2013010618,37,-17.2,7.1
2013010619,43,-16,7.1
2013010602,76,-10.9,7.3
2013010620,47,-15.3,7.1
2013010621,52,-14.4,7.1
2013010622,58,-13.6,7.1
2013010623,55,-14.4,7.1
2013010603,77,-11.3,7.3
2013010604,78,-11.4,7.3
2013010605,81,-11.2,7.3
2013010606,79,-11.8,7.3
2013010607,80,-12,7.3
2013010608,82,-11.9,7.3
2013010609,77,-12.1,7.3
2013010700,58,-13.9,7.1
2013010701,59,-14,7.1
2013010710,60,-12.7,7.1
2013010711,46,-14.5,7.1
2013010712,34,-16.5,7.1
2013010713,42,-12.5,7
2013010714,38,-12.6,6.9
2013010715,40,-13.1,6.9
2013010716,44,-12.2,6.9
2013010717,49,-11.6,6.9
2013010718,49,-12.2,6.9
2013010719,49,-12.6,6.9
2013010702,60,-14.4,7.1
2013010720,50,-12.6,6.9
2013010721,49,-13.1,6.9
2013010722,61,-10.8,6.9
2013010723,68,-9.9,6.9
2013010703,61,-14.4,7.1
2013010704,63,-14.4,7.1
2013010705,61,-14.8,7.1
2013010706,67,-13.7,7.1
2013010707,65,-13.6,7.1
2013010708,65,-13.7,7.1
2013010709,62,-13.6,7.1
2013010800,67,-10.2,6.9
2013010801,66,-10.8,6.9
2013010810,63,-10.4,6.9
2013010811,60,-9.9,6.9
2013010812,55,-10.5,6.7
2013010813,42,-13.3,6.6
2013010814,29,-17.6,6.5
2013010815,32,-15.3,6.4
2013010816,37,-14.3,6.4
2013010817,42,-13.7,6.4
2013010818,40,-15,6.4
2013010819,46,-14,6.4
2013010802,63,-11.4,6.9
2013010820,50,-13.4,6.4
2013010821,47,-14.8,6.4
2013010822,44,-16.3,6.4
2013010823,43,-16.9,6.4
2013010803,69,-10.5,6.9
2013010804,74,-10,6.9
2013010805,66,-11.3,6.9
2013010806,70,-10.7,6.9
2013010807,73,-10.6,6.9
2013010808,74,-10.4,6.9
2013010809,69,-10.8,6.9
2013010900,45,-16.7,6.4
2013010901,50,-16.1,6.4
2013010910,37,-21.6,6.4
2013010911,35,-21.6,6.4
2013010912,29,-23,6.4
2013010913,31,-21.8,6.4
2013010914,32,-21.4,6.3
2013010915,31,-21,6.3
2013010916,30,-21.8,6.3
2013010917,30,-22.3,6.2
2013010918,33,-22,6.2
2013010919,36,-21.3,6.2
2013010902,48,-17.3,6.4
2013010920,39,-20.7,6.2
2013010921,39,-20.9,6.2
2013010922,44,-19.8,6.2
2013010923,44,-20.3,6.2
2013010903,50,-17.2,6.4
2013010904,51,-17.2,6.4
2013010905,53,-17.1,6.4
2013010906,51,-17.9,6.4
2013010907,52,-18.1,6.4
2013010908,46,-19.6,6.4
2013010909,40,-20.9,6.4
2013011000,35,-23,6.2
2013011001,37,-22.7,6.2
2013011010,34,-22.7,6.2
2013011011,29,-23.1,6.2
2013011012,32,-19.7,6.2
2013011013,28,-20,6.2
2013011014,27,-20.4,6.2
2013011015,29,-19.6,6.1
2013011016,28,-20,6.1
2013011017,29,-20.5,6.1
2013011018,31,-20.6,6.1
2013011019,35,-19.7,6.1
2013011002,44,-21.1,6.2
2013011020,40,-18.2,6.1
2013011021,42,-17.9,6.1
2013011022,42,-17.5,6.1
2013011023,45,-17.3,6.1
2013011003,48,-20.4,6.2
2013011004,50,-20.4,6.2
2013011005,49,-20.6,6.2
2013011006,50,-20.5,6.2
2013011007,52,-19.8,6.2
2013011008,56,-19.1,6.2
2013011009,47,-20.5,6.2
2013011100,51,-16.1,6.1
2013011101,46,-16.8,6.1
2013011110,52,-13.4,6.1
2013011111,48,-13.1,6.1
2013011112,44,-12.7,6.1
2013011113,42,-11.8,6.1
2013011114,42,-11,6
2013011115,41,-10.7,6
2013011116,46,-9.8,6
2013011117,48,-9.7,6
2013011118,49,-9.7,6
2013011119,52,-9.3,6
2013011102,46,-16.6,6.1
2013011120,52,-9.5,6
2013011121,54,-9.6,6
2013011122,54,-9.8,6
2013011123,59,-9.6,6
2013011103,50,-15.8,6.1
2013011104,51,-15.2,6.1
2013011105,50,-15.4,6.1
2013011106,53,-14.8,6.1
2013011107,52,-14.9,6.1
2013011108,52,-14.7,6.1
2013011109,53,-13.9,6.1
2013011200,60,-9.4,6
2013011201,59,-9.2,6
2013011210,72,-5.4,6.1
2013011211,69,-4.8,6.1
2013011212,67,-2.9,5.9
2013011213,62,-2.9,5.6
2013011214,57,-4,5.1
2013011215,64,-2.6,4.5
2013011216,62,-3.4,4
2013011217,62,-4.1,3.8
2013011218,64,-4.5,3.8
2013011219,68,-4.3,3.8
2013011202,58,-9.3,6
2013011220,74,-3.9,3.8
2013011221,76,-4,3.8
2013011222,79,-3.9,3.8
2013011223,80,-3.9,3.8
2013011203,58,-9.1,6
2013011204,58,-9,6
2013011205,59,-8.7,6
2013011206,72,-6.4,6.1
2013011207,77,-5.8,6.1
2013011208,78,-5.5,6.1
2013011209,76,-5.3,6.1
2013011300,83,-4,3.8
2013011301,84,-3.8,3.8
2013011310,71,-5.6,3.8
2013011311,60,-6.2,3.7
2013011312,55,-6.5,3.7
2013011313,42,-9.5,3.6
2013011314,35,-11.2,3.6
2013011315,31,-12.3,3.5
2013011316,59,-4.6,3.4
2013011317,60,-5.1,3.4
2013011318,65,-4.9,3.4
2013011319,68,-5,3.4
2013011302,85,-4.2,3.8
2013011320,71,-5.2,3.4
2013011321,62,-7.1,3.4
2013011322,64,-7.3,3.4
2013011323,64,-7.6,3.4
2013011303,83,-4.8,3.8
2013011304,84,-4.8,3.8
2013011305,83,-4.8,3.8
2013011306,85,-4.8,3.8
2013011307,84,-5.1,3.8
2013011308,84,-5.2,3.8
2013011309,79,-5.5,3.8
2013011400,65,-7.5,3.4
2013011401,71,-7,3.4
2013011410,68,-7.4,3.4
2013011411,62,-7.8,3.4
2013011412,54,-8.6,3.4
2013011413,42,-11,3.4
2013011414,49,-8,3.3
2013011415,47,-8.6,3.2
2013011416,48,-8.8,3.2
2013011417,52,-8.7,3.2
2013011418,53,-9,3.2
2013011419,53,-9.5,3.2
2013011402,66,-7.9,3.4
2013011420,53,-10,3.2
2013011421,54,-10.1,3.2
2013011422,59,-9.8,3.2
2013011423,61,-9.5,3.2
2013011403,72,-7.6,3.4
2013011404,74,-7.3,3.4
2013011405,76,-7.4,3.4
2013011406,75,-7.7,3.4
2013011407,77,-7.6,3.4
2013011408,77,-7.6,3.4
2013011409,74,-7.9,3.4
2013011500,64,-9.6,3.2
2013011501,64,-9.8,3.2
2013011510,55,-10.8,3.2
2013011511,51,-9.8,3.2
2013011512,48,-9.5,3.2
2013011513,45,-9.4,3.2
2013011514,45,-9.4,3.2
2013011515,42,-9.8,3.1
2013011516,40,-10.3,3.1
2013011517,48,-8.8,3.1
2013011518,59,-7.5,3.1
2013011519,59,-8.1,3.1
2013011502,67,-9.6,3.2
2013011520,61,-8.2,3.1
2013011521,64,-8,3.1
2013011522,66,-7.7,3.1
2013011523,63,-8.6,3.1
2013011503,60,-11,3.2
2013011504,60,-11.4,3.2
2013011505,59,-11.9,3.2
2013011506,61,-11.1,3.2
2013011507,67,-10.6,3.2
2013011508,67,-10.5,3.2
2013011509,60,-11,3.2
2013011600,62,-8.8,3.1
2013011601,64,-8.8,3.1
2013011610,78,-6.1,3.6
2013011611,79,-6,3.6
2013011612,77,-5.5,3.6
2013011613,65,-6.4,3.3
2013011614,58,-7.2,3
2013011615,58,-7.6,2.9
2013011616,54,-8.5,2.9
2013011617,54,-9.3,2.9
2013011618,55,-9.6,2.9
2013011619,64,-8.1,2.9
2013011602,63,-9.1,3.1
2013011620,65,-8.6,2.9
2013011621,69,-8.6,2.9
2013011622,67,-9.7,2.9
2013011623,66,-10.4,2.9
2013011603,61,-9.2,3.1
2013011604,61,-9,3.1
2013011605,61,-9,3.1
2013011606,61,-8.8,3.1
2013011607,59,-8.9,3.1
2013011608,62,-8.3,3.1
2013011609,68,-7,3.2
2013011700,64,-11.5,2.9
2013011701,68,-11.4,2.9
2013011710,68,-11.6,2.9
2013011711,65,-11.1,2.9
2013011712,55,-11.1,2.9
2013011713,56,-11.1,2.9
2013011714,54,-11,2.9
2013011715,53,-11,2.8
2013011716,54,-11.1,2.8
2013011717,56,-11,2.8
2013011718,58,-11.3,2.8
2013011719,57,-12.2,2.8
2013011702,71,-11.3,2.9
2013011720,55,-12.8,2.8
2013011721,56,-13.2,2.8
2013011722,55,-14.4,2.8
2013011723,56,-14.6,2.8
2013011703,73,-11.3,2.9
2013011704,73,-11.5,2.9
2013011705,75,-11.3,2.9
2013011706,75,-11.5,2.9
2013011707,77,-11.4,2.9
2013011708,77,-11.3,2.9
2013011709,74,-11.4,2.9
2013011800,59,-14.2,2.8
2013011801,59,-14.5,2.8
2013011810,48,-14.8,2.8
2013011811,34,-17.4,2.8
2013011812,30,-18,2.8
2013011813,25,-19.3,2.8
2013011814,26,-17.5,2.8
2013011815,35,-13.6,2.8
2013011816,36,-13.5,2.8
2013011817,49,-10.3,2.8
2013011818,55,-9.8,2.8
2013011819,60,-9.1,2.8
2013011802,57,-15.4,2.8
2013011820,62,-8.6,2.8
2013011821,64,-8.4,2.8
2013011822,65,-8.1,2.8
2013011823,67,-7.8,2.8
2013011803,55,-16,2.8
2013011804,56,-15.7,2.8
2013011805,60,-15.1,2.8
2013011806,55,-16.4,2.8
2013011807,54,-16.2,2.8
2013011808,61,-15.1,2.8
2013011809,56,-15,2.8
2013011900,65,-7.9,2.8
2013011901,63,-7.9,2.8
2013011910,62,-7.1,2.8
2013011911,56,-6.9,2.8
2013011912,53,-5.7,2.7
2013011913,45,-7.1,2.6
2013011914,46,-6.8,2.5
2013011915,43,-7.2,2.4
2013011916,45,-6.9,2.3
2013011917,49,-6.6,2.3
2013011918,53,-6.4,2.3
2013011919,55,-6.4,2.3
2013011902,66,-7.3,2.8
2013011920,58,-6.2,2.3
2013011921,61,-5.8,2.3
2013011922,61,-6,2.3
2013011923,67,-5.5,2.3
2013011903,67,-7.2,2.8
2013011904,68,-7.5,2.8
2013011905,67,-7.7,2.8
2013011906,68,-7.5,2.8
2013011907,68,-7.4,2.8
2013011908,69,-7.2,2.8
2013011909,67,-7.2,2.8
2013012000,67,-5.5,2.3
2013012001,72,-5.3,2.3
2013012010,64,-6,2.3
2013012011,61,-6,2.3
2013012012,55,-6.3,2.2
2013012013,48,-7.1,2.1
2013012014,42,-7.8,2
2013012015,42,-7.8,1.8
2013012016,41,-8,1.7
2013012017,41,-8.1,1.7
2013012018,42,-8,1.7
2013012019,43,-7.7,1.7
2013012002,74,-5.1,2.3
2013012020,43,-7.6,1.7
2013012021,44,-7.3,1.7
2013012022,44,-7.3,1.7
2013012023,44,-7,1.7
2013012003,76,-5.2,2.3
2013012004,76,-5.3,2.3
2013012005,77,-5.4,2.3
2013012006,72,-5.8,2.3
2013012007,73,-5.8,2.3
2013012008,72,-5.8,2.3
2013012009,69,-5.9,2.3
2013012100,46,-6.5,1.7
2013012101,48,-6.1,1.7
2013012110,89,-0.3,
2013012111,89,0,
2013012112,89,0.5,
2013012113,89,0.7,
2013012114,89,0.7,
2013012115,89,0.3,
2013012116,89,0.4,
2013012117,89,0.6,
2013012118,89,0.6,
2013012119,88,0.6,
2013012102,50,-5.6,1.7
2013012120,88,0.6,
2013012121,88,0.5,
2013012122,89,0.9,
2013012123,89,0.7,
2013012103,51,-5.4,1.7
2013012104,58,-4,1.7
2013012105,77,-1.3,1.6
2013012106,84,-0.7,1.3
2013012107,88,-0.3,1
2013012108,89,-0.5,0.5
2013012109,89,-0.4,
2013012200,90,0.9,
2013012201,90,0.7,
2013012210,80,0.2,
2013012211,76,0.1,
2013012212,70,-0.2,
2013012213,66,-0.2,
2013012214,60,-1.1,
2013012215,63,-0.7,
2013012216,61,-1.2,
2013012217,61,-1.6,
2013012218,62,-1.8,
2013012219,64,-1.7,
2013012202,90,0.7,
2013012220,64,-1.9,
2013012221,66,-1.5,
2013012222,66,-1.6,
2013012223,66,-1.7,
2013012203,90,0.7,
2013012204,90,0.6,
2013012205,90,0.6,
2013012206,88,0.3,
2013012207,89,0.4,
2013012208,90,0.7,
2013012209,87,0.4,
2013012300,68,-1.5,
2013012301,75,-0.7,
2013012310,89,0.1,
2013012311,88,0.3,
2013012312,87,0.3,
2013012313,89,0.6,
2013012314,89,0.7,
2013012315,88,0.1,
2013012316,84,-0.4,
2013012317,83,-0.4,
2013012318,80,-1.2,
2013012319,73,-2.8,
2013012302,78,-0.7,
2013012320,73,-2.8,
2013012321,75,-2.4,
2013012322,69,-3.5,
2013012323,67,-4.2,
2013012303,81,-0.6,
2013012304,83,-0.5,
2013012305,84,-0.6,
2013012306,83,-0.7,
2013012307,84,-0.6,
2013012308,86,-0.3,
2013012309,88,-0.1,
2013012400,61,-5.6,
2013012401,66,-5.1,
2013012410,84,-1.6,0.3
2013012411,75,-2.1,0.3
2013012412,75,-1.9,0.3
2013012413,71,-2.8,
2013012414,66,-4.1,
2013012415,61,-5.6,
2013012416,54,-7.9,
2013012417,53,-8.8,
2013012418,40,-12.9,
2013012419,33,-16.5,
2013012402,67,-5,
2013012420,33,-17.9,
2013012421,35,-17.9,
2013012422,33,-19,
2013012423,32,-19.8,
2013012403,69,-4.5,
2013012404,68,-4.5,
2013012405,70,-4.1,
2013012406,72,-3.6,
2013012407,71,-3.8,
2013012408,71,-3.6,
2013012409,79,-2.2,0.1
2013012500,30,-21.4,
2013012501,29,-22.7,
2013012510,36,-22.1,
2013012511,34,-22.3,
2013012512,33,-22.2,
2013012513,33,-21.5,
2013012514,31,-21.8,
2013012515,30,-21.7,
2013012516,27,-22.8,
2013012517,30,-21.8,
2013012518,30,-22.7,
2013012519,43,-18.9,
2013012502,34,-21.4,
2013012520,42,-19.3,
2013012521,36,-21.4,
2013012522,40,-20.6,
2013012523,44,-20,
2013012503,33,-22.2,
2013012504,39,-20.5,
2013012505,41,-20.2,
2013012506,46,-18.9,
2013012507,40,-20.8,
2013012508,50,-18.6,
2013012509,45,-19.8,
2013012600,47,-19.9,
2013012601,40,-22,
2013012610,31,-24.4,
2013012611,28,-24.9,
2013012612,27,-24.2,
2013012613,28,-23.2,
2013012614,28,-22.5,
2013012615,27,-22.3,
2013012616,30,-20.2,
2013012617,33,-19.6,
2013012618,36,-19.3,
2013012619,39,-18.8,
2013012602,38,-22.8,
2013012620,41,-18.5,
2013012621,45,-18,
2013012622,48,-17.8,
2013012623,50,-17.8,
2013012603,39,-22.5,
2013012604,38,-22.8,
2013012605,39,-22.6,
2013012606,39,-22.7,
2013012607,37,-23.2,
2013012608,35,-24.3,
2013012609,34,-24.1,
2013012700,49,-18.5,
2013012701,45,-19.4,
2013012710,46,-17.2,
2013012711,44,-17,
2013012712,39,-17.9,
2013012713,37,-17.8,
2013012714,38,-17.5,
2013012715,37,-17,
2013012716,36,-17.1,
2013012717,36,-17.1,
2013012718,38,-17.2,
2013012719,43,-16,
2013012702,46,-19.5,
2013012720,45,-15.7,
2013012721,46,-15.8,
2013012722,47,-15.9,
2013012723,48,-16,
2013012703,47,-19.3,
2013012704,51,-18.5,
2013012705,54,-17.8,
2013012706,55,-17.6,
2013012707,57,-17.4,
2013012708,54,-17.8,
2013012709,45,-18.7,
2013012800,52,-15.5,
2013012801,55,-15.2,
2013012810,53,-13.3,
2013012811,41,-14.1,
2013012812,38,-14.3,
2013012813,38,-13.7,
2013012814,36,-13.2,
2013012815,42,-11.6,
2013012816,50,-9.4,
2013012817,65,-6.1,
2013012818,67,-5.8,
2013012819,67,-5.7,
2013012802,57,-14.8,
2013012820,64,-6.5,
2013012821,58,-8,
2013012822,58,-7.8,
2013012823,58,-7.7,
2013012803,60,-14.5,
2013012804,61,-14.3,
2013012805,66,-13.9,
2013012806,65,-14.1,
2013012807,66,-13.9,
2013012808,65,-14,
2013012809,60,-13.7,
2013012900,58,-7.5,
2013012901,57,-7.7,
2013012910,61,-5.2,
2013012911,61,-4.7,
2013012912,62,-4.3,
2013012913,61,-4.1,
2013012914,60,-4,
2013012915,60,-3.5,
2013012916,62,-3.1,
2013012917,64,-2.8,
2013012918,66,-2.4,
2013012919,67,-2,
2013012902,57,-7.6,
2013012920,69,-1.6,
2013012921,69,-1.6,
2013012922,69,-1.5,
2013012923,69,-1.4,
2013012903,58,-7.2,
2013012904,58,-7.1,
2013012905,60,-6.5,
2013012906,60,-6.5,
2013012907,61,-6.1,
2013012908,62,-5.7,
2013012909,62,-5.4,
2013013000,71,-1,
2013013001,71,-1,
2013013010,70,-0.1,
2013013011,67,0,
2013013012,65,0.1,
2013013013,59,0.5,
2013013014,59,0.7,
2013013015,59,0.7,
2013013016,57,0.4,
2013013017,61,0.7,
2013013018,65,0.7,
2013013019,64,0,
2013013002,72,-0.9,
2013013020,67,0.3,
2013013021,68,0,
2013013022,70,0.2,
2013013023,72,0.2,
2013013003,71,-1,
2013013004,72,-0.8,
2013013005,72,-0.8,
2013013006,74,-0.5,
2013013007,75,-0.2,
2013013008,75,-0.1,
2013013009,73,-0.1,
2013013100,75,0.2,
2013013101,75,0.1,
2013013110,64,-0.4,
2013013111,57,-0.2,
2013013112,51,-0.6,
2013013113,47,-0.1,
2013013114,47,0,
2013013115,44,-0.4,
2013013116,45,-0.5,
2013013117,46,-0.6,
2013013118,47,-0.8,
2013013119,48,-0.8,
2013013102,74,-0.1,
2013013120,49,-0.7,
2013013121,51,-0.4,
2013013122,50,-0.7,
2013013123,50,-0.7,
2013013103,72,-0.2,
2013013104,72,-0.2,
2013013105,71,-0.3,
2013013106,72,-0.4,
2013013107,74,-0.3,
2013013108,75,-0.3,
2013013109,71,-0.3,
2013020100,49,-1,
2013020101,47,-1.5,
2013020110,92,6.3,
2013020111,92,6.7,
2013020112,92,7,
2013020113,92,7.2,
2013020114,92,7.2,
2013020115,92,7.3,
2013020116,92,7.6,
2013020117,92,8,
2013020118,92,7.3,
2013020119,92,6.8,
2013020102,52,-0.4,
2013020120,88,5.6,
2013020121,86,4.8,
2013020122,86,4.2,
2013020123,87,3.6,
2013020103,56,0,
2013020104,72,2.9,
2013020105,87,4.2,
2013020106,90,4.6,
2013020107,91,5.1,
2013020108,91,5.8,
2013020109,92,6.1,
2013020200,86,1.5,
2013020201,80,-0.8,
2013020210,52,-10,
2013020211,50,-9.8,
2013020212,46,-10,
2013020213,41,-10.8,
2013020214,32,-14,
2013020215,30,-14.6,
2013020216,32,-13.3,
2013020217,32,-14.4,
2013020218,34,-14.7,
2013020219,35,-15,
2013020202,79,-2,
2013020220,34,-15.8,
2013020221,34,-16.4,
2013020222,35,-16.4,
2013020223,41,-15,
2013020203,81,-2.1,
2013020204,80,-2.6,
2013020205,78,-3.5,
2013020206,80,-3.7,
2013020207,76,-4.7,
2013020208,62,-8.1,
2013020209,63,-7.9,
2013020300,49,-13.6,
2013020301,52,-13.2,
2013020310,45,-13.9,
2013020311,45,-13.3,
2013020312,40,-13.8,
2013020313,38,-14,
2013020314,34,-15.2,
2013020315,34,-15,
2013020316,54,-10.1,
2013020317,81,-5.9,0.3
2013020318,85,-5.3,0.9
2013020319,87,-4.3,1.2
2013020302,55,-12.8,
2013020320,89,-3.9,2.2
2013020321,90,-3.6,3.8
2013020322,91,-3.2,5.3
2013020323,91,-2.9,7.4
2013020303,55,-12.9,
2013020304,54,-13.2,
2013020305,55,-13.1,
2013020306,52,-14,
2013020307,52,-14,
2013020308,49,-14.5,
2013020309,50,-13.3,
2013020400,92,-2.6,9
2013020401,92,-2.5,13.5
2013020410,80,-3.5,16.4
2013020411,76,-3.3,16.1
2013020412,69,-3.9,15.6
2013020413,68,-4,14.6
2013020414,63,-4.5,13.8
2013020415,60,-4.9,12.8
2013020416,63,-5.4,12.5
2013020417,62,-5.8,12.5
2013020418,67,-5.8,12.5
2013020419,70,-6.4,12.5
2013020402,92,-2.4,15.5
2013020420,71,-6.6,12.5
2013020421,77,-6,12.5
2013020422,78,-6.2,12.5
2013020423,78,-6.2,12.5
2013020403,91,-2.3,15.7
2013020404,91,-2.2,16
2013020405,91,-2.1,16.5
2013020406,91,-1.9,16.5
2013020407,90,-2.8,16.5
2013020408,90,-3,16.5
2013020409,85,-3.3,16.5
2013020500,77,-6.7,12.5
2013020501,79,-6.9,
2013020510,68,-6.6,12.5
2013020511,66,-6.1,12.5
2013020512,62,-6.2,12.4
2013020513,58,-5.9,12.2
2013020514,55,-5.7,12.1
2013020515,55,-5.5,12
2013020516,64,-3.6,12
2013020517,75,-1.8,12
2013020518,87,-0.8,12.3
2013020519,91,-0.6,12.8
2013020502,77,-7,
2013020520,91,-0.6,12.8
2013020521,91,-0.6,12.8
2013020522,92,-0.5,12.8
2013020523,92,-0.9,13
2013020503,79,-7,12.5
2013020504,78,-6.9,12.5
2013020505,78,-6.8,12.5
2013020506,79,-6.7,12.5
2013020507,78,-6.4,12.5
2013020508,74,-6.8,12.5
2013020509,71,-6.8,12.5
2013020600,92,-0.9,13.5
2013020601,92,-1.1,14
2013020610,72,-6.8,15
2013020611,71,-6.1,15
2013020612,68,-5.8,14.9
2013020613,69,-5.4,14.5
2013020614,68,-6,13.8
2013020615,67,-5.9,13.5
2013020616,62,-7,13.3
2013020617,63,-7.2,13
2013020618,62,-7.8,12.9
2013020619,66,-7.4,12.9
2013020602,93,-1.2,14.5
2013020620,69,-6.6,
2013020621,70,-6.5,12.9
2013020622,71,-6.7,
2013020623,69,-7.6,
2013020603,93,-1.4,15
2013020604,93,-1.8,15.1
2013020605,92,-2.3,15.1
2013020606,90,-2.8,15.1
2013020607,90,-3.3,15.1
2013020608,82,-5.2,15.1
2013020609,80,-5.5,15.1
2013020700,70,-7.6,12.9
2013020701,69,-7.6,12.9
2013020710,39,-23.5,12.9
2013020711,35,-24.6,12.9
2013020712,34,-24.2,12.9
2013020713,32,-24.3,12.9
2013020714,32,-23.2,12.7
2013020715,33,-23.3,12.7
2013020716,32,-23.7,12.7
2013020717,31,-24.4,12.7
2013020718,39,-22.7,12.7
2013020719,44,-22.2,12.7
2013020702,74,-7.4,12.9
2013020720,49,-21.6,12.7
2013020721,50,-21.9,12.7
2013020722,48,-22.3,12.7
2013020723,46,-22.7,12.7
2013020703,49,-14.4,12.9
2013020704,35,-19.5,12.9
2013020705,36,-21.1,12.9
2013020706,45,-20.3,12.9
2013020707,41,-22.4,12.9
2013020708,47,-21.6,12.9
2013020709,43,-22.4,12.9
2013020800,47,-22.5,12.7
2013020801,46,-22.9,12.7
2013020810,32,-25.8,12.7
2013020811,31,-25.2,12.7
2013020812,32,-23.1,12.7
2013020813,28,-23.2,12.7
2013020814,31,-21.7,12.7
2013020815,27,-22.7,12.6
2013020816,33,-20.2,12.5
2013020817,37,-19.9,12.5
2013020818,40,-20,12.5
2013020819,46,-19.3,12.5
2013020802,45,-23.4,12.7
2013020820,51,-18.6,
2013020821,50,-19.2,12.5
2013020822,48,-19.6,
2013020823,54,-18.4,
2013020803,40,-25.1,12.7
2013020804,41,-25.1,12.7
2013020805,39,-25.8,12.7
2013020806,39,-26.1,12.7
2013020807,39,-26.4,12.7
2013020808,40,-26,12.7
2013020809,34,-27,12.7
2013020900,52,-19.2,12.5
2013020901,54,-18.6,12.5
2013020910,45,-18.1,12.5
2013020911,42,-16.9,12.5
2013020912,46,-15.3,12.5
2013020913,46,-14.6,12.5
2013020914,41,-15.2,12.4
2013020915,40,-15,12.3
2013020916,44,-13.8,12.2
2013020917,44,-13.7,12.2
2013020918,49,-13.6,12.2
2013020919,51,-13.5,12.2
2013020902,57,-18.2,12.5
2013020920,60,-11.9,12.2
2013020921,63,-11.4,12.2
2013020922,64,-11.2,12.2
2013020923,64,-10.8,12.2
2013020903,60,-17.8,12.5
2013020904,62,-17.5,12.5
