date,Humi,dew,snow
2013011701,69.5,-10.025,3.7
2013011710,67.5,-11.025,3.7
2013011711,65.25,-10.575,3.7
2013011712,57.5,-10.475,3.7
2013011713,57.75,-10.425,3.7
2013011714,56,-10.325,3.7
2013011715,55,-10.375,3.6
2013011716,55.75,-10.475,3.6
2013011717,57.25,-10.45,3.6
2013011718,60.25,-10.5,3.6
2013011719,60.25,-11.35,3.6
2013011702,71,-10.175,3.7
2013011720,59.5,-11.85,3.6
2013011721,61,-12.225,3.6
2013011722,61.5,-13.1,3.6
2013011723,62.5,-13.25,3.6
2013011703,71.75,-10.4,3.7
2013011704,72,-10.575,3.7
2013011705,73.25,-10.6,3.7
2013011706,73.25,-10.8,3.7
2013011707,75,-10.725,3.7
2013011708,74.75,-10.95,3.7
2013011709,72.5,-10.925,3.7
2013011800,65.75,-13,3.6
2013011801,66,-13.3,3.6
2013011810,55,-13.35,3.6
2013011811,41.25,-15.275,3.6
2013011812,35,-16,3.6
2013011813,30,-16.9,3.6
2013011814,29.25,-15.85,3.575
2013011815,36.25,-12.65,3.55
2013011816,37.25,-12.5,3.525
2013011817,50,-9.575,3.525
2013011818,56.25,-9.1,3.525
2013011819,60.75,-8.6,3.525
2013011802,65.25,-13.975,3.6
2013011820,63.5,-8.125,3.525
2013011821,66,-7.925,3.525
2013011822,67,-7.625,3.525
2013011823,69.25,-7.375,3.525
2013011803,63.75,-14.6,3.6
2013011804,64.5,-14.475,3.6
2013011805,68,-13.975,3.6
2013011806,64.25,-15.1,3.6
2013011807,63.5,-15,3.6
2013011808,69,-14.15,3.6
2013011809,64.75,-13.65,3.6
2013011900,69,-7.375,3.525
2013011901,68,-7.475,3.525
2013011910,66.75,-6.275,3.525
2013011911,59.5,-6,3.525
2013011912,55,-5,3.45
2013011913,48.5,-5.825,3.325
2013011914,48.25,-5.775,3.2
2013011915,46.5,-6.1,3.075
2013011916,48.25,-5.85,2.95
2013011917,52.25,-5.5,2.9
2013011918,57,-5.25,2.875
2013011919,59.5,-5.275,2.875
2013011902,71,-7,3.525
2013011920,63.5,-5.15,2.875
2013011921,66.75,-4.95,2.875
2013011922,67.5,-5.175,2.875
2013011923,72.25,-4.925,2.875
2013011903,71.75,-7,3.525
2013011904,72.75,-7.15,3.525
2013011905,71.75,-7.275,3.525
2013011906,72.25,-7.075,3.525
2013011907,72.5,-6.85,3.525
2013011908,73,-6.675,3.525
2013011909,71.5,-6.475,3.525
2013012000,73,-4.95,2.875
2013012001,77.25,-4.8,2.875
2013012010,71.25,-5.175,2.875
2013012011,66.25,-5.175,2.875
2013012012,59,-5.35,2.8
2013012013,50.75,-6.125,2.725
2013012014,45,-6.525,2.625
2013012015,44,-6.55,2.425
2013012016,43.75,-6.475,2.3
2013012017,44.75,-6.525,2.3
2013012018,46.75,-6.35,2.3
2013012019,48,-6.075,2.3
2013012002,78.75,-4.775,2.875
2013012020,48.5,-6,2.3
2013012021,49.25,-5.775,2.275
2013012022,49.5,-5.725,2.275
2013012023,50.25,-5.425,2.275
2013012003,80.75,-4.85,2.875
2013012004,80.75,-5,2.875
2013012005,81.5,-5.025,2.875
2013012006,77.75,-5.35,2.875
2013012007,79,-5.35,2.875
2013012008,78,-5.35,2.875
2013012009,76,-5.2,2.875
2013012100,51.75,-5,2.275
2013012101,53.5,-4.725,2.275
2013012110,91.25,0.7,2.3
2013012111,91,0.875,2
2013012112,91.25,1.3,1.8
2013012113,91.25,1.475,1.3
2013012114,91.25,1.45,1
2013012115,91.25,1.175,0.5
2013012116,91.5,1.225,
2013012117,91.5,1.375,
2013012118,91.5,1.35,
2013012119,91,1.35,
2013012102,55.5,-4.25,2.275
2013012120,91,1.325,
2013012121,91,1.225,
2013012122,91.75,1.525,
2013012123,91.75,1.325,
2013012103,57.5,-3.9,2.25
2013012104,65.5,-2.55,2.2
2013012105,80.75,-0.45,2.1
2013012106,87.5,0.1,1.825
2013012107,90.75,0.425,1.525
2013012108,91.5,0.4,1.1
2013012109,91.25,0.575,2.8
2013012200,92.5,1.475,
2013012201,92.5,1.25,
2013012210,85,0.825,
2013012211,81.75,0.8,
2013012212,76.75,0.575,
2013012213,73.5,0.55,
2013012214,68.5,-0.1,
2013012215,71,0.25,
2013012216,69.5,-0.2,
2013012217,69.5,-0.5,
2013012218,70.5,-0.675,
2013012219,72,-0.625,
2013012202,92.5,1.25,
2013012220,72.25,-0.825,
2013012221,74,-0.45,
2013012222,74.25,-0.55,
2013012223,74.5,-0.65,
2013012203,92.5,1.275,
2013012204,92.5,1.125,
2013012205,92.5,1.125,
2013012206,91,0.875,
2013012207,91.5,0.875,
2013012208,92.5,1.075,
2013012209,90.25,0.9,
2013012300,75.75,-0.5,
2013012301,81.25,0.1,
2013012310,91.5,0.625,
2013012311,90.5,0.825,
2013012312,89.5,0.825,
2013012313,91,1.025,
2013012314,91.25,1.225,
2013012315,90,0.725,
2013012316,87.25,0.35,
2013012317,87,0.4,
2013012318,84,-0.35,
2013012319,78.75,-1.725,
2013012302,83.5,0.075,
2013012320,78.5,-1.8,
2013012321,79.75,-1.525,
2013012322,73,-2.75,
2013012323,70.25,-3.55,
2013012303,85.75,0.15,
2013012304,87.25,0.2,
2013012305,88,0.1,
2013012306,87.25,-0.025,
2013012307,88,0.075,
2013012308,89.5,0.3,
2013012309,91,0.45,
2013012400,66,-4.65,
2013012401,70.5,-4.25,
2013012410,84.25,-1.375,0.3
2013012411,78.75,-1.525,0.3
2013012412,80.25,-1.125,0.3
2013012413,76.75,-1.775,
2013012414,72,-2.75,
2013012415,66.5,-4.075,
2013012416,59.75,-6.125,
2013012417,57.25,-7.2,
2013012418,47.5,-10.55,
2013012419,40.75,-13.825,
2013012402,72.5,-4.05,
2013012420,41,-15,
2013012421,41.25,-15.525,
2013012422,40,-16.475,
2013012423,38,-17.525,
2013012403,74.75,-3.625,
2013012404,74.25,-3.65,
2013012405,76,-3.375,
2013012406,77.25,-3,
2013012407,75.75,-3.2,
2013012408,75.25,-2.925,
2013012409,80.25,-1.925,0.1
2013012500,36.5,-18.925,
2013012501,36.75,-19.875,
2013012510,39.25,-20.025,
2013012511,36.5,-20.175,
2013012512,34.5,-20.5,
2013012513,35,-19.65,
2013012514,33.25,-19.925,
2013012515,31.75,-20.05,
2013012516,28.75,-21.2,
2013012517,31.25,-20.65,
2013012518,31.75,-21.375,
2013012519,43.5,-18.2,
2013012502,39.5,-19.1,
2013012520,44.75,-18.175,
2013012521,40.75,-19.65,
2013012522,44,-18.975,
2013012523,48.75,-18.15,
2013012503,38.5,-19.775,
2013012504,41.75,-18.95,
2013012505,42,-19.2,
2013012506,46.25,-18.2,
2013012507,43.5,-19.35,
2013012508,51.5,-17.475,
2013012509,46.75,-18.225,
2013012600,50.75,-18.025,
2013012601,46.25,-19.525,
2013012610,37.5,-21.7,
2013012611,33.25,-22.275,
2013012612,31.5,-21.575,
2013012613,30.75,-21.025,
2013012614,29.5,-20.825,
2013012615,29,-20.35,
2013012616,30,-19.35,
2013012617,32.5,-19.125,
2013012618,36.25,-18.575,
2013012619,40.75,-17.85,
2013012602,45.75,-20.05,
2013012620,43.5,-17.4,
2013012621,48.25,-16.85,
2013012622,51.25,-16.625,
2013012623,53.25,-16.425,
2013012603,47.75,-19.825,
2013012604,46,-20.475,
2013012605,45.25,-20.8,
2013012606,45.25,-21,
2013012607,44.25,-21.35,
2013012608,44.75,-21.825,
2013012609,41.25,-21.575,
2013012700,52.75,-16.925,
2013012701,51,-17.475,
2013012710,55,-15.1,0
2013012711,53.25,-14.575,0.2
2013012712,46.25,-15.45,
2013012713,43.75,-15.525,
2013012714,42.25,-15.575,
2013012715,38.5,-15.725,
2013012716,38,-15.75,
2013012717,38.75,-15.75,
2013012718,42,-15.575,
2013012719,46.75,-14.625,
2013012702,52,-17.45,
2013012720,49.25,-14.3,
2013012721,51.25,-14.3,
2013012722,52.75,-14.3,
2013012723,54.5,-14.35,
2013012703,54,-17.3,
2013012704,57.5,-16.725,
2013012705,60.75,-16.125,
2013012706,61.5,-16.05,
2013012707,64,-15.8,
2013012708,62,-16.125,
2013012709,54.25,-16.525,
2013012800,58.25,-13.9,
2013012801,61.75,-13.65,
2013012810,58.75,-11.85,
2013012811,46,-12.475,
2013012812,42,-12.525,
2013012813,40.25,-12.15,
2013012814,39.75,-11.25,
2013012815,46,-9.725,
2013012816,52.75,-8,
2013012817,64.75,-5.425,
2013012818,66.75,-5.175,
2013012819,67.25,-5.075,
2013012802,64.25,-13.4,
2013012820,65.25,-5.65,
2013012821,61,-6.8,
2013012822,61.75,-6.575,
2013012823,62.5,-6.55,
2013012803,66.5,-13.25,
2013012804,68,-13.075,
2013012805,72,-12.85,
2013012806,71.75,-12.975,
2013012807,72.5,-12.95,
2013012808,71.75,-13.075,
2013012809,66.75,-12.5,
2013012900,63.75,-6.35,
2013012901,64.25,-6.525,
2013012910,68.25,-4.3,
2013012911,66.75,-3.8,
2013012912,65.5,-3.375,
2013012913,63.25,-3.15,
2013012914,61.5,-2.925,
2013012915,61.25,-2.2,
2013012916,63,-1.775,
2013012917,65,-1.55,
2013012918,67.25,-1.3,
2013012919,69.25,-1,
2013012902,64.5,-6.525,
2013012920,72,-0.8,
2013012921,73,-0.925,
2013012922,73.75,-0.925,
2013012923,74.5,-0.9,
2013012903,65.75,-6.25,
2013012904,66,-6.25,
2013012905,68,-5.8,
2013012906,68,-5.775,
2013012907,68.75,-5.525,
2013012908,70,-5.125,
2013012909,69.5,-4.725,
2013013000,76.25,-0.75,
2013013001,76.75,-0.825,
2013013010,75.5,0.05,
2013013011,69.75,0.2,
2013013012,65.75,0.55,
2013013013,59.25,0.925,
2013013014,57,0.95,
2013013015,56,0.725,
2013013016,54.25,0.3,
2013013017,57.75,0.575,
2013013018,62.5,0.625,
2013013019,62.75,0.075,
2013013002,78,-0.775,
2013013020,66.5,0.275,
2013013021,68.5,0.05,
2013013022,71.5,0.35,
2013013023,73.25,0.225,
2013013003,77.25,-1,
2013013004,78.5,-0.875,
2013013005,78.5,-0.975,
2013013006,80.25,-0.775,
2013013007,81,-0.575,
2013013008,81,-0.55,
2013013009,79.5,-0.325,
2013013100,76.25,0.175,
2013013101,76.75,0.075,
2013013110,68.75,-0.125,
2013013111,59.25,-0.025,
2013013112,52,-0.275,
2013013113,47.25,0.1,
2013013114,46,0.125,
2013013115,43.25,-0.225,
2013013116,44.5,-0.175,
2013013117,45.75,-0.225,
2013013118,48,-0.225,
2013013119,50,-0.075,
2013013102,77.25,-0.15,
2013013120,51,0,
2013013121,53.25,0.3,
2013013122,52.75,0.05,
2013013123,52.75,0,
2013013103,76.5,-0.2,
2013013104,77,-0.275,
2013013105,76,-0.5,
2013013106,77.25,-0.625,
2013013107,79.25,-0.6,
2013013108,80.25,-0.575,
2013013109,76.75,-0.375,
2013020100,54,0.025,
2013020101,55,0,
2013020110,94,6.725,
2013020111,94,7.225,
2013020112,94,7.525,
2013020113,94,7.825,
2013020114,94,7.9,
2013020115,94,8,
2013020116,93.5,8.425,
2013020117,93.75,8.55,
2013020118,94,7.9,
2013020119,94,7.325,
2013020102,59,0.825,
2013020120,91,6.3,
2013020121,89.5,5.625,
2013020122,89.5,5.1,
2013020123,90.25,4.525,
2013020103,65,1.45,
2013020104,77.75,3.725,
2013020105,89.25,4.7,
2013020106,92,5.125,
2013020107,91.75,5.575,
2013020108,92.75,6.175,
2013020109,94,6.525,
2013020200,88.75,2.825,
2013020201,83,0.725,
2013020210,58,-8.2,
2013020211,55,-7.8,
2013020212,48.75,-8.475,
2013020213,41.25,-9.85,
2013020214,33.75,-12.3,
2013020215,32,-12.825,
2013020216,34.5,-11.625,
2013020217,34,-12.9,
2013020218,36.75,-13.225,
2013020219,39,-13.55,
2013020202,80.75,-0.55,
2013020220,40,-13.975,
2013020221,39.25,-14.775,
2013020222,41.25,-14.675,
2013020223,46.5,-13.65,
2013020203,83,-0.95,
2013020204,79.75,-1.975,
2013020205,78,-3.05,
2013020206,81.75,-2.95,
2013020207,79,-3.825,
2013020208,66.5,-6.8,
2013020209,67.75,-6.525,
2013020300,53,-12.6,
2013020301,55.25,-12.2,
2013020310,51.25,-12.225,
2013020311,51.5,-11.5,
2013020312,45.5,-12.125,
2013020313,42,-12.575,
2013020314,38.75,-13.375,
2013020315,39,-13.175,
2013020316,54,-9.475,
2013020317,76.25,-5.9,0.3
2013020318,79.75,-5.375,0.9
2013020319,82.5,-4.4,1.2
2013020302,59.5,-11.675,
2013020320,85,-3.95,2.2
2013020321,86.75,-3.6,3.8
2013020322,90.25,-2.875,5.3
2013020323,90.75,-2.6,5.675
2013020303,60.25,-11.65,
2013020304,59.25,-12,
2013020305,61.75,-11.65,
2013020306,59.25,-12.35,
2013020307,60.25,-12.25,
2013020308,57.5,-12.7,
2013020309,57.75,-11.5,
2013020400,92.5,-2.3,7
2013020401,92.75,-2.225,10.525
2013020410,84,-2.55,12.7
2013020411,79,-2.475,12.475
2013020412,72.5,-2.95,12.075
2013020413,70.5,-3.1,11.15
2013020414,66.75,-3.425,13.8
2013020415,63.25,-3.9,12.8
2013020416,64.75,-4.5,12.5
2013020417,63.25,-5.1,12.5
2013020418,69.25,-5,12.5
2013020419,72.75,-5.5,12.5
2013020402,93.25,-2.025,12.025
2013020420,73.75,-5.725,12.5
2013020421,79,-5.35,12.5
2013020422,80,-5.55,12.5
2013020423,80.25,-5.575,12.5
2013020403,92.75,-1.9,12.075
2013020404,92.75,-1.75,12.25
2013020405,92.75,-1.625,12.625
2013020406,92.75,-1.45,12.625
2013020407,92.25,-2.1,12.625
2013020408,92,-2.25,12.7
2013020409,88.5,-2.425,12.8
2013020500,80.5,-5.875,12.5
2013020501,82,-6.125,
2013020510,74,-5.65,12.5
2013020511,71.25,-5.2,12.5
2013020512,68,-5.075,12.4
2013020513,64.25,-4.775,12.2
2013020514,61.5,-4.4,12.1
2013020515,62,-4.15,12
2013020516,70.75,-2.425,12
2013020517,79.5,-1.025,12
2013020518,89.5,-0.25,12.3
2013020519,92.75,-0.075,12.8
2013020502,80.75,-6.175,
2013020520,93,-0.025,12.8
2013020521,93.25,-0.025,12.8
2013020522,94,0.025,12.8
2013020523,94,-0.325,13
2013020503,82.5,-6.15,12.5
2013020504,82.5,-6.075,12.5
2013020505,82.5,-6.05,12.5
2013020506,83.25,-6,12.5
2013020507,82.5,-5.75,12.5
2013020508,79.5,-5.975,12.5
