,date,Humi.x,dew.x,snow.x,Humi.y,dew.y,snow.y
86,2013.1.4 21:00,47,-19,7.5,55.5,-17,10.45
87,2013.1.4 22:00,49,-18.7,7.5,59.5,-16.85,10.45
88,2013.1.4 23:00,55,-17.8,7.5,64,-16.6,10.45
89,2013.1.4 3:00,49,-22.5,9.2,66.5,-19.25,11.9
90,2013.1.4 4:00,50,-22.3,9.2,68,-19.4,11.9
91,2013.1.4 5:00,55,-21.3,9.2,71.5,-18.95,11.9
92,2013.1.4 6:00,56,-21.3,9.2,70.5,-19.25,11.9
93,2013.1.4 7:00,59,-20.9,9.2,73.5,-19.25,11.9
94,2013.1.4 8:00,58,-21.2,9.2,72.5,-19.65,11.9
95,2013.1.4 9:00,54,-21.1,9.2,69.5,-18.75,11.9
96,2013.1.5 0:00,53,-18.2,7.5,64.5,-16.75,10.45
97,2013.1.5 1:00,53,-18.6,7.5,66,-16.9,10.45
98,2013.1.5 10:00,49,-17.5,7.5,59.5,-15.85,10.45
99,2013.1.5 11:00,48,-16,7.5,51.5,-15.15,10.45
100,2013.1.5 12:00,45,-15.4,7.5,47.5,-13.9,10.35
101,2013.1.5 13:00,43,-13.8,7.4,46,-12.45,10.25
102,2013.1.5 14:00,46,-11.4,7.3,46,-10.65,10.1
103,2013.1.5 15:00,53,-10.1,7.3,55,-8.9,10
104,2013.1.5 16:00,57,-9.6,7.3,57.5,-8.5,9.95
105,2013.1.5 17:00,63,-9,7.3,63.5,-8.1,9.95
106,2013.1.5 18:00,63,-9.4,7.3,66,-8.05,9.95
107,2013.1.5 19:00,66,-9.4,7.3,66.5,-8.65,9.95
108,2013.1.5 2:00,54,-18.4,7.5,68,-16.9,10.45
109,2013.1.5 20:00,69,-9.3,7.3,70,-8.65,9.95
110,2013.1.5 21:00,72,-9,7.3,73,-8.1,9.95
111,2013.1.5 22:00,66,-10.4,7.3,72,-8.9,9.95
112,2013.1.5 23:00,70,-10.2,7.3,76.5,-8.8,9.95
113,2013.1.5 3:00,62,-17.2,7.5,72,-16.3,10.45
114,2013.1.5 4:00,62,-17.7,7.5,73.5,-16.55,10.45
115,2013.1.5 5:00,60,-18.2,7.5,73,-17.05,10.45
116,2013.1.5 6:00,56,-18.8,7.5,71,-17.55,10.45
117,2013.1.5 7:00,61,-17.7,7.5,75,-16.95,10.45
118,2013.1.5 8:00,63,-17.7,7.5,75.5,-17.15,10.45
119,2013.1.5 9:00,57,-17.8,7.5,71,-16.5,10.45
120,2013.1.6 0:00,67,-11.2,7.3,75.5,-9.25,9.95
121,2013.1.6 1:00,74,-10.4,7.3,80.5,-8.9,9.95
122,2013.1.6 10:00,67,-12.1,7.3,72.5,-9.75,9.95
123,2013.1.6 11:00,61,-12.2,7.3,62.5,-10.15,9.95
124,2013.1.6 12:00,54,-12.3,7.3,53,-11.35,9.95
125,2013.1.6 13:00,41,-14.2,7.2,43.5,-12.6,9.85
126,2013.1.6 14:00,50,-11.4,7.2,44,-12.3,9.85
127,2013.1.6 15:00,41,-13.5,7.2,38,-13.3,9.8
128,2013.1.6 16:00,32,-16.8,7.1,35,-14.5,9.75
129,2013.1.6 17:00,31,-18.4,7.1,38,-14.85,9.75
130,2013.1.6 18:00,37,-17.2,7.1,45.5,-13.75,9.75
131,2013.1.6 19:00,43,-16,7.1,45.5,-14.75,9.75
132,2013.1.6 2:00,76,-10.9,7.3,82,-9.45,9.95
133,2013.1.6 20:00,47,-15.3,7.1,46,-15.25,9.75
134,2013.1.6 21:00,52,-14.4,7.1,48.5,-15,9.75
135,2013.1.6 22:00,58,-13.6,7.1,55.5,-14.1,9.75
136,2013.1.6 23:00,55,-14.4,7.1,61.5,-13.5,9.75
137,2013.1.6 3:00,77,-11.3,7.3,83.5,-9.85,9.95
138,2013.1.6 4:00,78,-11.4,7.3,84,-10,9.95
139,2013.1.6 5:00,81,-11.2,7.3,86.5,-9.95,9.95
140,2013.1.6 6:00,79,-11.8,7.3,85.5,-10.35,9.95
141,2013.1.6 7:00,80,-12,7.3,87,-10.35,9.95
142,2013.1.6 8:00,82,-11.9,7.3,88,-10.2,9.95
143,2013.1.6 9:00,77,-12.1,7.3,84,-10.05,9.95
144,2013.1.7 0:00,58,-13.9,7.1,63.5,-13.25,9.75
145,2013.1.7 1:00,59,-14,7.1,65,-13.65,9.75
146,2013.1.7 10:00,60,-12.7,7.1,64,-11.9,9.75
147,2013.1.7 11:00,46,-14.5,7.1,48,-13.7,9.7
148,2013.1.7 12:00,34,-16.5,7.1,39.5,-14.45,9.65
149,2013.1.7 13:00,42,-12.5,7,39,-13,9.55
150,2013.1.7 14:00,38,-12.6,6.9,36.5,-12.9,9.45
151,2013.1.7 15:00,40,-13.1,6.9,41,-11.8,9.4
152,2013.1.7 16:00,44,-12.2,6.9,45.5,-11.05,9.3
153,2013.1.7 17:00,49,-11.6,6.9,50.5,-10.35,9.3
154,2013.1.7 18:00,49,-12.2,6.9,53.5,-10.45,9.3
155,2013.1.7 19:00,49,-12.6,6.9,56.5,-10.45,9.3
156,2013.1.7 2:00,60,-14.4,7.1,68,-13.7,9.75
157,2013.1.7 20:00,50,-12.6,6.9,58.5,-10.4,9.3
158,2013.1.7 21:00,49,-13.1,6.9,59,-10.75,9.3
159,2013.1.7 22:00,61,-10.8,6.9,66,-9.65,9.3
160,2013.1.7 23:00,68,-9.9,6.9,71.5,-9.15,9.3
161,2013.1.7 3:00,61,-14.4,7.1,69.5,-13.65,9.75
162,2013.1.7 4:00,63,-14.4,7.1,72.5,-13.5,9.75
163,2013.1.7 5:00,61,-14.8,7.1,71.5,-13.9,9.75
164,2013.1.7 6:00,67,-13.7,7.1,75.5,-13.1,9.75
165,2013.1.7 7:00,65,-13.6,7.1,74,-13.05,9.75
166,2013.1.7 8:00,65,-13.7,7.1,75.5,-12.85,9.75
167,2013.1.7 9:00,62,-13.6,7.1,69.5,-12.55,9.75
168,2013.1.8 0:00,67,-10.2,6.9,72.5,-9.5,9.3
169,2013.1.8 1:00,66,-10.8,6.9,74,-9.85,9.3
170,2013.1.8 10:00,63,-10.4,6.9,71.5,-9.3,9.3
171,2013.1.8 11:00,60,-9.9,6.9,64,-8.85,9.3
172,2013.1.8 12:00,55,-10.5,6.7,57,-9,9.15
173,2013.1.8 13:00,42,-13.3,6.6,50,-9.75,9.05
174,2013.1.8 14:00,29,-17.6,6.5,39,-12.8,8.95
175,2013.1.8 15:00,32,-15.3,6.4,39.5,-11.85,8.85
176,2013.1.8 16:00,37,-14.3,6.4,42,-11.5,8.85
177,2013.1.8 17:00,42,-13.7,6.4,43.5,-12.15,8.85
178,2013.1.8 18:00,40,-15,6.4,44,-13.1,8.85
179,2013.1.8 19:00,46,-14,6.4,50.5,-12.3,8.85
180,2013.1.8 2:00,63,-11.4,6.9,74.5,-10.15,9.3
181,2013.1.8 20:00,50,-13.4,6.4,54,-11.85,8.85
182,2013.1.8 21:00,47,-14.8,6.4,53,-12.75,8.85
183,2013.1.8 22:00,44,-16.3,6.4,53,-13.5,8.85
184,2013.1.8 23:00,43,-16.9,6.4,53,-13.95,8.85
185,2013.1.8 3:00,69,-10.5,6.9,78.5,-9.8,9.3
186,2013.1.8 4:00,74,-10,6.9,80.5,-9.9,9.3
187,2013.1.8 5:00,66,-11.3,6.9,78,-10.6,9.3
188,2013.1.8 6:00,70,-10.7,6.9,80.5,-10.35,9.3
189,2013.1.8 7:00,73,-10.6,6.9,82,-10.45,9.3
190,2013.1.8 8:00,74,-10.4,6.9,83,-10.25,9.3
191,2013.1.8 9:00,69,-10.8,6.9,78,-10.2,9.3
192,2013.1.9 0:00,45,-16.7,6.4,55,-13.75,8.85
193,2013.1.9 1:00,50,-16.1,6.4,59,-13.1,8.85
194,2013.1.9 10:00,37,-21.6,6.4,49.5,-16.7,8.85
195,2013.1.9 11:00,35,-21.6,6.4,44.5,-16.95,8.85
196,2013.1.9 12:00,29,-23,6.4,37.5,-18.2,8.8
197,2013.1.9 13:00,31,-21.8,6.4,36,-17.75,8.8
198,2013.1.9 14:00,32,-21.4,6.3,36,-17.7,8.75
199,2013.1.9 15:00,31,-21,6.3,36,-17.4,8.75
200,2013.1.9 16:00,30,-21.8,6.3,35,-18.1,8.75
201,2013.1.9 17:00,30,-22.3,6.2,35,-19.15,8.7
202,2013.1.9 18:00,33,-22,6.2,38.5,-19.05,8.7
203,2013.1.9 19:00,36,-21.3,6.2,41.5,-18.85,8.7
204,2013.1.9 2:00,48,-17.3,6.4,58.5,-13.85,8.85
205,2013.1.9 20:00,39,-20.7,6.2,44.5,-18.45,8.7
206,2013.1.9 21:00,39,-20.9,6.2,48.5,-18.05,8.7
207,2013.1.9 22:00,44,-19.8,6.2,52.5,-17.5,8.7
208,2013.1.9 23:00,44,-20.3,6.2,54,-17.5,8.7
209,2013.1.9 3:00,50,-17.2,6.4,60.5,-13.95,8.85
210,2013.1.9 4:00,51,-17.2,6.4,60,-14.1,8.85
211,2013.1.9 5:00,53,-17.1,6.4,63,-14,8.85
212,2013.1.9 6:00,51,-17.9,6.4,64.5,-14.1,8.85
213,2013.1.9 7:00,52,-18.1,6.4,62.5,-14.75,8.85
214,2013.1.9 8:00,46,-19.6,6.4,60.5,-15.9,8.85
215,2013.1.9 9:00,40,-20.9,6.4,53.5,-16.5,8.85
216,2013.1.10 0:00,35,-23,6.2,53,-18.4,8.7
217,2013.1.10 1:00,37,-22.7,6.2,55,-18.5,8.7
218,2013.1.10 10:00,34,-22.7,6.2,36.5,-20.95,8.7
219,2013.1.10 11:00,29,-23.1,6.2,30.5,-21.5,8.7
220,2013.1.10 12:00,32,-19.7,6.2,31.5,-19.3,8.7
221,2013.1.10 13:00,28,-20,6.2,29,-19.4,8.7
222,2013.1.10 14:00,27,-20.4,6.2,28.5,-19.2,8.7
223,2013.1.10 15:00,29,-19.6,6.1,29,-18.65,8.6
224,2013.1.10 16:00,28,-20,6.1,29.5,-18.4,8.6
225,2013.1.10 17:00,29,-20.5,6.1,31.5,-18.8,8.6
226,2013.1.10 18:00,31,-20.6,6.1,35,-18.6,8.6
227,2013.1.10 19:00,35,-19.7,6.1,38.5,-18.2,8.6
228,2013.1.10 2:00,44,-21.1,6.2,60.5,-17.7,8.7
229,2013.1.10 20:00,40,-18.2,6.1,43.5,-17.15,8.6
230,2013.1.10 21:00,42,-17.9,6.1,46,-16.9,8.6
231,2013.1.10 22:00,42,-17.5,6.1,48,-16.65,8.6
232,2013.1.10 23:00,45,-17.3,6.1,53.5,-16.15,8.6
233,2013.1.10 3:00,48,-20.4,6.2,64,-17.4,8.7
234,2013.1.10 4:00,50,-20.4,6.2,66.5,-17.35,8.7
235,2013.1.10 5:00,49,-20.6,6.2,67,-17.55,8.7
236,2013.1.10 6:00,50,-20.5,6.2,67,-17.7,8.7
237,2013.1.10 7:00,52,-19.8,6.2,63.5,-18.35,8.7
238,2013.1.10 8:00,56,-19.1,6.2,63.5,-18.45,8.7
239,2013.1.10 9:00,47,-20.5,6.2,53,-18.7,8.7
240,2013.1.11 0:00,51,-16.1,6.1,59,-15.4,8.6
241,2013.1.11 1:00,46,-16.8,6.1,57.5,-15.9,8.6
242,2013.1.11 10:00,52,-13.4,6.1,61,-12.85,8.6
243,2013.1.11 11:00,48,-13.1,6.1,54,-12,8.6
244,2013.1.11 12:00,44,-12.7,6.1,48.5,-11.35,8.55
245,2013.1.11 13:00,42,-11.8,6.1,48,-9.7,8.5
246,2013.1.11 14:00,42,-11,6,47,-9.2,8.4
247,2013.1.11 15:00,41,-10.7,6,47.5,-8.65,8.35
248,2013.1.11 16:00,46,-9.8,6,49.5,-8.55,8.3
249,2013.1.11 17:00,48,-9.7,6,52.5,-8.45,8.3
250,2013.1.11 18:00,49,-9.7,6,54.5,-8.6,8.3
251,2013.1.11 19:00,52,-9.3,6,57.5,-8.35,8.3
252,2013.1.11 2:00,46,-16.6,6.1,60.5,-15.55,8.6
253,2013.1.11 20:00,52,-9.5,6,59,-8.5,8.3
254,2013.1.11 21:00,54,-9.6,6,63.5,-8.25,8.3
255,2013.1.11 22:00,54,-9.8,6,63.5,-8.55,8.3
256,2013.1.11 23:00,59,-9.6,6,68,-8.15,8.3
257,2013.1.11 3:00,50,-15.8,6.1,64,-15.1,8.6
258,2013.1.11 4:00,51,-15.2,6.1,65.5,-14.7,8.6
259,2013.1.11 5:00,50,-15.4,6.1,66,-15.05,8.6
260,2013.1.11 6:00,53,-14.8,6.1,68,-14.8,8.6
261,2013.1.11 7:00,52,-14.9,6.1,68,-14.75,8.6
262,2013.1.11 8:00,52,-14.7,6.1,69,-14.5,8.6
263,2013.1.11 9:00,53,-13.9,6.1,66.5,-13.8,8.6
264,2013.1.12 0:00,60,-9.4,6,69.5,-8.2,8.3
265,2013.1.12 1:00,59,-9.2,6,70,-8.05,8.3
266,2013.1.12 10:00,72,-5.4,6.1,73,-5.35,8.35
267,2013.1.12 11:00,69,-4.8,6.1,69.5,-3.9,8.35
268,2013.1.12 12:00,67,-2.9,5.9,68.5,-1.7,8.2
269,2013.1.12 13:00,62,-2.9,5.6,63.5,-1.45,7.95
270,2013.1.12 14:00,57,-4,5.1,60.5,-2.05,7.55
271,2013.1.12 15:00,64,-2.6,4.5,63,-1.5,6.85
272,2013.1.12 16:00,62,-3.4,4,64.5,-1.7,6.05
273,2013.1.12 17:00,62,-4.1,3.8,67.5,-1.95,5.85
274,2013.1.12 18:00,64,-4.5,3.8,71,-2.25,5.85
275,2013.1.12 19:00,68,-4.3,3.8,75,-2.3,5.85
276,2013.1.12 2:00,58,-9.3,6,71,-8.35,8.3
277,2013.1.12 20:00,74,-3.9,3.8,80.5,-2.05,5.85
278,2013.1.12 21:00,76,-4,3.8,83,-2.45,5.85
279,2013.1.12 22:00,79,-3.9,3.8,84,-2.8,5.85
280,2013.1.12 23:00,80,-3.9,3.8,86.5,-2.9,5.85
281,2013.1.12 3:00,58,-9.1,6,71.5,-8.2,8.3
282,2013.1.12 4:00,58,-9,6,72.5,-8.25,8.3
283,2013.1.12 5:00,59,-8.7,6,71.5,-8.05,8.3
284,2013.1.12 6:00,72,-6.4,6.1,77,-6.75,8.35
285,2013.1.12 7:00,77,-5.8,6.1,80,-6.25,8.35
286,2013.1.12 8:00,78,-5.5,6.1,80,-6.05,8.35
287,2013.1.12 9:00,76,-5.3,6.1,79.5,-5.45,8.35
288,2013.1.13 0:00,83,-4,3.8,88,-3.4,5.85
289,2013.1.13 1:00,84,-3.8,3.8,89.5,-3.4,5.85
290,2013.1.13 10:00,71,-5.6,3.8,84,-3.9,5.85
291,2013.1.13 11:00,60,-6.2,3.7,77,-3.9,5.75
292,2013.1.13 12:00,55,-6.5,3.7,69.5,-4.15,5.7
293,2013.1.13 13:00,42,-9.5,3.6,55.5,-6.45,5.6
294,2013.1.13 14:00,35,-11.2,3.6,50.5,-7.25,5.55
295,2013.1.13 15:00,31,-12.3,3.5,49.5,-7.45,5.45
296,2013.1.13 16:00,59,-4.6,3.4,62,-4.05,5.4
297,2013.1.13 17:00,60,-5.1,3.4,63,-4.35,5.4
298,2013.1.13 18:00,65,-4.9,3.4,67,-4.3,5.4
299,2013.1.13 19:00,68,-5,3.4,69,-4.4,5.4
300,2013.1.13 2:00,85,-4.2,3.8,90.5,-3.65,5.85
301,2013.1.13 20:00,71,-5.2,3.4,72.5,-4.45,5.4
302,2013.1.13 21:00,62,-7.1,3.4,70.5,-5.45,5.4
303,2013.1.13 22:00,64,-7.3,3.4,71,-5.8,5.4
304,2013.1.13 23:00,64,-7.6,3.4,73,-6,5.4
305,2013.1.13 3:00,83,-4.8,3.8,89.5,-4.05,5.85
306,2013.1.13 4:00,84,-4.8,3.8,90,-4.25,5.85
307,2013.1.13 5:00,83,-4.8,3.8,89.5,-4.25,5.85
308,2013.1.13 6:00,85,-4.8,3.8,91,-4.3,5.85
309,2013.1.13 7:00,84,-5.1,3.8,90.5,-4.5,5.85
310,2013.1.13 8:00,84,-5.2,3.8,92,-4.15,5.85
311,2013.1.13 9:00,79,-5.5,3.8,89,-4.1,5.85
312,2013.1.14 0:00,65,-7.5,3.4,73.5,-5.95,5.4
313,2013.1.14 1:00,71,-7,3.4,79,-5.85,5.4
314,2013.1.14 10:00,68,-7.4,3.4,79,-6.25,5.4
315,2013.1.14 11:00,62,-7.8,3.4,71,-5.95,5.4
316,2013.1.14 12:00,54,-8.6,3.4,59,-6.6,5.35
317,2013.1.14 13:00,42,-11,3.4,52.5,-7.55,5.3
318,2013.1.14 14:00,49,-8,3.3,54.5,-5.6,5.2
319,2013.1.14 15:00,47,-8.6,3.2,56,-5.15,5.1
320,2013.1.14 16:00,48,-8.8,3.2,56.5,-5.4,5.05
321,2013.1.14 17:00,52,-8.7,3.2,59.5,-5.55,5
322,2013.1.14 18:00,53,-9,3.2,56,-7.15,5
323,2013.1.14 19:00,53,-9.5,3.2,56,-8.05,5
324,2013.1.14 2:00,66,-7.9,3.4,76.5,-6.55,5.4
325,2013.1.14 20:00,53,-10,3.2,59,-8.35,5
326,2013.1.14 21:00,54,-10.1,3.2,59.5,-8.65,5
327,2013.1.14 22:00,59,-9.8,3.2,63.5,-8.75,5
328,2013.1.14 23:00,61,-9.5,3.2,66.5,-8.45,5
329,2013.1.14 3:00,72,-7.6,3.4,81,-6.45,5.4
330,2013.1.14 4:00,74,-7.3,3.4,82,-6.65,5.4
331,2013.1.14 5:00,76,-7.4,3.4,84.5,-6.75,5.4
332,2013.1.14 6:00,75,-7.7,3.4,83.5,-7.2,5.4
333,2013.1.14 7:00,77,-7.6,3.4,86,-7.15,5.4
334,2013.1.14 8:00,77,-7.6,3.4,86.5,-7.25,5.4
335,2013.1.14 9:00,74,-7.9,3.4,84,-7.3,5.4
336,2013.1.15 0:00,64,-9.6,3.2,69.5,-8.5,5
337,2013.1.15 1:00,64,-9.8,3.2,70.5,-8.45,5
338,2013.1.15 10:00,55,-10.8,3.2,69.5,-8.75,5
339,2013.1.15 11:00,51,-9.8,3.2,63,-7.8,5
340,2013.1.15 12:00,48,-9.5,3.2,58,-7.25,5
341,2013.1.15 13:00,45,-9.4,3.2,52,-7.45,4.95
342,2013.1.15 14:00,45,-9.4,3.2,49.5,-7.6,4.9
343,2013.1.15 15:00,42,-9.8,3.1,44,-8.3,4.75
344,2013.1.15 16:00,40,-10.3,3.1,41.5,-8.95,4.7
345,2013.1.15 17:00,48,-8.8,3.1,48.5,-7.7,4.65
346,2013.1.15 18:00,59,-7.5,3.1,56,-7.05,4.65
347,2013.1.15 19:00,59,-8.1,3.1,59,-7.35,4.65
348,2013.1.15 2:00,67,-9.6,3.2,73.5,-8.5,5
349,2013.1.15 20:00,61,-8.2,3.1,63,-7.25,4.65
350,2013.1.15 21:00,64,-8,3.1,68.5,-6.8,4.65
351,2013.1.15 22:00,66,-7.7,3.1,68.5,-7.05,4.65
352,2013.1.15 23:00,63,-8.6,3.1,70.5,-7.25,4.65
353,2013.1.15 3:00,60,-11,3.2,71.5,-9.15,5
354,2013.1.15 4:00,60,-11.4,3.2,73,-9.45,5
355,2013.1.15 5:00,59,-11.9,3.2,73.5,-9.85,5
356,2013.1.15 6:00,61,-11.1,3.2,75.5,-9.6,5
357,2013.1.15 7:00,67,-10.6,3.2,79,-9.5,5
358,2013.1.15 8:00,67,-10.5,3.2,79.5,-9.5,5
359,2013.1.15 9:00,60,-11,3.2,76,-9.3,5
360,2013.1.16 0:00,62,-8.8,3.1,72,-7.45,4.65
361,2013.1.16 1:00,64,-8.8,3.1,73,-7.75,4.65
362,2013.1.16 10:00,78,-6.1,3.6,78.5,-5.45,4.9
363,2013.1.16 11:00,79,-6,3.6,77.5,-5.3,4.9
364,2013.1.16 12:00,77,-5.5,3.6,83,-4.1,4.9
365,2013.1.16 13:00,65,-6.4,3.3,75,-4.35,4.75
366,2013.1.16 14:00,58,-7.2,3,70.5,-4.35,4.6
367,2013.1.16 15:00,58,-7.6,2.9,72,-4.25,4.5
368,2013.1.16 16:00,54,-8.5,2.9,71,-4.6,4.5
369,2013.1.16 17:00,54,-9.3,2.9,70.5,-5.4,4.5
370,2013.1.16 18:00,55,-9.6,2.9,71,-5.95,4.5
371,2013.1.16 19:00,64,-8.1,2.9,72,-5.95,4.55
372,2013.1.16 2:00,63,-9.1,3.1,73,-8.15,4.65
373,2013.1.16 20:00,65,-8.6,2.9,70.5,-6.75,4.5
374,2013.1.16 21:00,69,-8.6,2.9,71,-7.25,4.5
375,2013.1.16 22:00,67,-9.7,2.9,70.5,-7.6,4.5
376,2013.1.16 23:00,66,-10.4,2.9,68.5,-8.2,4.5
377,2013.1.16 3:00,61,-9.2,3.1,74,-8.2,4.65
378,2013.1.16 4:00,61,-9,3.1,74.5,-8.2,4.65
379,2013.1.16 5:00,61,-9,3.1,75,-8.05,4.65
380,2013.1.16 6:00,61,-8.8,3.1,74,-7.7,4.65
381,2013.1.16 7:00,59,-8.9,3.1,71,-7.7,4.65
382,2013.1.16 8:00,62,-8.3,3.1,73,-7.25,4.65
383,2013.1.16 9:00,68,-7,3.2,75.5,-6.15,4.7
384,2013.1.17 0:00,64,-11.5,2.9,69,-8.55,4.5
385,2013.1.17 1:00,68,-11.4,2.9,71,-8.65,4.5
386,2013.1.17 10:00,68,-11.6,2.9,67,-10.45,4.5
387,2013.1.17 11:00,65,-11.1,2.9,65.5,-10.05,4.5
388,2013.1.17 12:00,55,-11.1,2.9,60,-9.85,4.5
389,2013.1.17 13:00,56,-11.1,2.9,59.5,-9.75,4.5
390,2013.1.17 14:00,54,-11,2.9,58,-9.65,4.5
391,2013.1.17 15:00,53,-11,2.8,57,-9.75,4.4
