loc,date,Humi,dew,snow
ÆÈ°ø»ê,2018-01-08 14:00,80,0.9,
ÆÈ°ø»ê,2018-01-08 15:00,79,0.9,
ÆÈ°ø»ê,2018-01-08 16:00,81,0.6,
ÆÈ°ø»ê,2018-01-08 17:00,82,0.8,
ÆÈ°ø»ê,2018-01-08 18:00,76,-0.2,
ÆÈ°ø»ê,2018-01-08 19:00,71,-1.1,
ÆÈ°ø»ê,2018-01-08 20:00,72,-1.6,
ÆÈ°ø»ê,2018-01-08 21:00,66,-2.5,
ÆÈ°ø»ê,2018-01-08 22:00,69,-2.1,
ÆÈ°ø»ê,2018-01-08 23:00,70,-2.3,
ÆÈ°ø»ê,2018-01-09 0:00,62,-3.7,
ÆÈ°ø»ê,2018-01-09 1:00,69,-3.2,
ÆÈ°ø»ê,2018-01-09 2:00,69,-3.8,
ÆÈ°ø»ê,2018-01-09 3:00,79,-3.2,
ÆÈ°ø»ê,2018-01-09 4:00,70,-4.9,
ÆÈ°ø»ê,2018-01-09 5:00,72,-5,
ÆÈ°ø»ê,2018-01-09 6:00,67,-6.1,0.4
ÆÈ°ø»ê,2018-01-09 7:00,79,-5,0.4
ÆÈ°ø»ê,2018-01-09 8:00,75,-5.8,0.4
ÆÈ°ø»ê,2018-01-09 9:00,60,-8.4,0.4
ÆÈ°ø»ê,2018-01-09 10:00,56,-8.6,0.2
ÆÈ°ø»ê,2018-01-09 11:00,47,-9.8,0.5
ÆÈ°ø»ê,2018-01-09 12:00,39,-11.3,0.5
ÆÈ°ø»ê,2018-01-09 13:00,39,-10.6,0.5
ÆÈ°ø»ê,2018-01-09 14:00,36,-12,0.5
ÆÈ°ø»ê,2018-01-09 15:00,37,-11.1,0.5
ÆÈ°ø»ê,2018-01-09 16:00,43,-9.9,
ÆÈ°ø»ê,2018-01-09 17:00,48,-9.3,
ÆÈ°ø»ê,2018-01-09 18:00,46,-10.3,
ÆÈ°ø»ê,2018-01-09 19:00,51,-9.8,
ÆÈ°ø»ê,2018-01-09 20:00,55,-9.1,
ÆÈ°ø»ê,2018-01-09 21:00,59,-8.7,
ÆÈ°ø»ê,2018-01-09 22:00,62,-8.8,
ÆÈ°ø»ê,2018-01-09 23:00,62,-8.6,
ÆÈ°ø»ê,2018-01-10 0:00,67,-8.6,
ÆÈ°ø»ê,2018-01-10 1:00,75,-8.5,
ÆÈ°ø»ê,2018-01-10 2:00,75,-7.8,
ÆÈ°ø»ê,2018-01-10 3:00,80,-8.3,
ÆÈ°ø»ê,2018-01-10 4:00,81,-8.3,
ÆÈ°ø»ê,2018-01-10 5:00,69,-7.5,
ÆÈ°ø»ê,2018-01-10 6:00,77,-5.8,
ÆÈ°ø»ê,2018-01-10 7:00,81,-5.3,1
ÆÈ°ø»ê,2018-01-10 8:00,68,-7.6,1.2
ÆÈ°ø»ê,2018-01-10 9:00,59,-8.9,1
ÆÈ°ø»ê,2018-01-10 10:00,53,-9.4,1
ÆÈ°ø»ê,2018-01-10 11:00,36,-14,1
ÆÈ°ø»ê,2018-01-10 12:00,33,-14.8,1
ÆÈ°ø»ê,2018-01-10 13:00,28,-16.4,
ÆÈ°ø»ê,2018-01-10 14:00,26,-17.3,
ÆÈ°ø»ê,2018-01-10 15:00,29,-17,
ÆÈ°ø»ê,2018-01-10 16:00,30,-17.3,
ÆÈ°ø»ê,2018-01-10 17:00,32,-17.2,
ÆÈ°ø»ê,2018-01-10 18:00,37,-16.3,
ÆÈ°ø»ê,2018-01-10 19:00,42,-15.2,
ÆÈ°ø»ê,2018-01-10 20:00,46,-14.7,
ÆÈ°ø»ê,2018-01-10 21:00,44,-15.8,
ÆÈ°ø»ê,2018-01-10 22:00,47,-15.5,
ÆÈ°ø»ê,2018-01-10 23:00,46,-16.2,
ÆÈ°ø»ê,2018-01-11 0:00,45,-16.9,
ÆÈ°ø»ê,2018-01-11 1:00,45,-17.4,
ÆÈ°ø»ê,2018-01-11 2:00,44,-18,
ÆÈ°ø»ê,2018-01-11 3:00,48,-17.2,
ÆÈ°ø»ê,2018-01-11 4:00,50,-17.3,
ÆÈ°ø»ê,2018-01-11 5:00,48,-17.8,
ÆÈ°ø»ê,2018-01-11 6:00,46,-18.5,
ÆÈ°ø»ê,2018-01-11 7:00,48,-18,
ÆÈ°ø»ê,2018-01-11 8:00,50,-17.5,
ÆÈ°ø»ê,2018-01-11 9:00,49,-16.8,
ÆÈ°ø»ê,2018-01-11 10:00,43,-16.8,
ÆÈ°ø»ê,2018-01-11 11:00,36,-18.4,
ÆÈ°ø»ê,2018-01-11 12:00,30,-19.5,
ÆÈ°ø»ê,2018-01-11 13:00,29,-19.2,
ÆÈ°ø»ê,2018-01-11 14:00,31,-17.9,
ÆÈ°ø»ê,2018-01-11 15:00,31,-18,
ÆÈ°ø»ê,2018-01-11 16:00,31,-18.7,
ÆÈ°ø»ê,2018-01-11 17:00,34,-18.4,
ÆÈ°ø»ê,2018-01-11 18:00,38,-17.9,
ÆÈ°ø»ê,2018-01-11 19:00,43,-17.1,
ÆÈ°ø»ê,2018-01-11 20:00,47,-16.7,
ÆÈ°ø»ê,2018-01-11 21:00,52,-15.9,
ÆÈ°ø»ê,2018-01-11 22:00,56,-15.5,
ÆÈ°ø»ê,2018-01-11 23:00,53,-16.7,
ÆÈ°ø»ê,2018-01-12 0:00,53,-17.2,
ÆÈ°ø»ê,2018-01-12 1:00,54,-17.1,
ÆÈ°ø»ê,2018-01-12 2:00,55,-17.2,
ÆÈ°ø»ê,2018-01-12 3:00,58,-17,
ÆÈ°ø»ê,2018-01-12 4:00,60,-16.9,
ÆÈ°ø»ê,2018-01-12 5:00,58,-17.3,
ÆÈ°ø»ê,2018-01-12 6:00,56,-17.9,
ÆÈ°ø»ê,2018-01-12 7:00,55,-18.2,
ÆÈ°ø»ê,2018-01-12 8:00,53,-18.5,
ÆÈ°ø»ê,2018-01-12 9:00,50,-18,
ÆÈ°ø»ê,2018-01-12 10:00,45,-18.2,
ÆÈ°ø»ê,2018-01-12 11:00,39,-17.7,
ÆÈ°ø»ê,2018-01-12 12:00,33,-19.2,
ÆÈ°ø»ê,2018-01-12 13:00,28,-19.9,
ÆÈ°ø»ê,2018-01-12 14:00,26,-20.2,
ÆÈ°ø»ê,2018-01-12 15:00,24,-21.4,
ÆÈ°ø»ê,2018-01-12 16:00,23,-21.9,
ÆÈ°ø»ê,2018-01-12 17:00,25,-21.6,
ÆÈ°ø»ê,2018-01-12 18:00,25,-22.5,
ÆÈ°ø»ê,2018-01-12 19:00,25,-23,
ÆÈ°ø»ê,2018-01-12 20:00,26,-22.9,
ÆÈ°ø»ê,2018-01-12 21:00,27,-22.4,
ÆÈ°ø»ê,2018-01-12 22:00,29,-21.8,
ÆÈ°ø»ê,2018-01-12 23:00,31,-21,
ÆÈ°ø»ê,2018-01-13 0:00,37,-19.7,
ÆÈ°ø»ê,2018-01-13 1:00,38,-18.4,
ÆÈ°ø»ê,2018-01-13 2:00,45,-16.5,
ÆÈ°ø»ê,2018-01-13 3:00,50,-15.5,
ÆÈ°ø»ê,2018-01-13 4:00,55,-13.7,
ÆÈ°ø»ê,2018-01-13 5:00,53,-13.7,
ÆÈ°ø»ê,2018-01-13 6:00,62,-11.9,
ÆÈ°ø»ê,2018-01-13 7:00,69,-10.5,
ÆÈ°ø»ê,2018-01-13 8:00,67,-10.9,
ÆÈ°ø»ê,2018-01-13 9:00,66,-10.6,
ÆÈ°ø»ê,2018-01-13 10:00,70,-9.2,
ÆÈ°ø»ê,2018-01-13 11:00,70,-8.1,
ÆÈ°ø»ê,2018-01-13 12:00,63,-8.2,
ÆÈ°ø»ê,2018-01-13 13:00,55,-7.5,
ÆÈ°ø»ê,2018-01-13 14:00,52,-6.8,
ÆÈ°ø»ê,2018-01-13 15:00,47,-7.2,
ÆÈ°ø»ê,2018-01-13 16:00,45,-7.9,
ÆÈ°ø»ê,2018-01-13 17:00,46,-8.1,
ÆÈ°ø»ê,2018-01-13 18:00,51,-7.9,
ÆÈ°ø»ê,2018-01-13 19:00,62,-7.7,
ÆÈ°ø»ê,2018-01-13 20:00,68,-7.9,
ÆÈ°ø»ê,2018-01-13 21:00,73,-8,
ÆÈ°ø»ê,2018-01-13 22:00,77,-8.5,
ÆÈ°ø»ê,2018-01-13 23:00,80,-8.8,
ÆÈ°ø»ê,2018-01-14 0:00,82,-9.2,
ÆÈ°ø»ê,2018-01-14 1:00,83,-9.7,
ÆÈ°ø»ê,2018-01-14 2:00,85,-10,
ÆÈ°ø»ê,2018-01-14 3:00,84,-11.1,
ÆÈ°ø»ê,2018-01-14 4:00,84,-11.7,
ÆÈ°ø»ê,2018-01-14 5:00,83,-12,
ÆÈ°ø»ê,2018-01-14 6:00,82,-12.8,
ÆÈ°ø»ê,2018-01-14 7:00,81,-13,
ÆÈ°ø»ê,2018-01-14 8:00,81,-13.4,
ÆÈ°ø»ê,2018-01-14 9:00,81,-10.9,
ÆÈ°ø»ê,2018-01-14 10:00,74,-7.9,
ÆÈ°ø»ê,2018-01-14 11:00,66,-6.7,
ÆÈ°ø»ê,2018-01-14 12:00,50,-6.6,
ÆÈ°ø»ê,2018-01-14 13:00,35,-7.9,
ÆÈ°ø»ê,2018-01-14 14:00,38,-6.5,
ÆÈ°ø»ê,2018-01-14 15:00,38,-6,
ÆÈ°ø»ê,2018-01-14 16:00,40,-5.7,
ÆÈ°ø»ê,2018-01-14 17:00,42,-5.6,
ÆÈ°ø»ê,2018-01-14 18:00,54,-5.6,
ÆÈ°ø»ê,2018-01-14 19:00,60,-6.1,
ÆÈ°ø»ê,2018-01-14 20:00,69,-6.1,
ÆÈ°ø»ê,2018-01-14 21:00,75,-6.4,
ÆÈ°ø»ê,2018-01-14 22:00,77,-6.9,
ÆÈ°ø»ê,2018-01-14 23:00,78,-6.8,
ÆÈ°ø»ê,2018-01-15 0:00,79,-7,
ÆÈ°ø»ê,2018-01-15 1:00,82,-6.8,
ÆÈ°ø»ê,2018-01-15 2:00,82,-7.5,
ÆÈ°ø»ê,2018-01-15 3:00,82,-7.3,
ÆÈ°ø»ê,2018-01-15 4:00,83,-7.5,
ÆÈ°ø»ê,2018-01-15 5:00,83,-7.6,
ÆÈ°ø»ê,2018-01-15 6:00,83,-7.2,
ÆÈ°ø»ê,2018-01-15 7:00,83,-7,
ÆÈ°ø»ê,2018-01-15 8:00,81,-7.4,
ÆÈ°ø»ê,2018-01-15 9:00,78,-6.3,
ÆÈ°ø»ê,2018-01-15 10:00,66,-3.6,
ÆÈ°ø»ê,2018-01-15 11:00,57,-0.5,
ÆÈ°ø»ê,2018-01-15 12:00,46,-1.4,
ÆÈ°ø»ê,2018-01-15 13:00,39,-1.9,
ÆÈ°ø»ê,2018-01-15 14:00,34,-3,
ÆÈ°ø»ê,2018-01-15 15:00,30,-4.4,
ÆÈ°ø»ê,2018-01-15 16:00,31,-4.7,
ÆÈ°ø»ê,2018-01-15 17:00,31,-5.9,
ÆÈ°ø»ê,2018-01-15 18:00,40,-6,
ÆÈ°ø»ê,2018-01-15 19:00,49,-5.6,
ÆÈ°ø»ê,2018-01-15 20:00,58,-5.2,
ÆÈ°ø»ê,2018-01-15 21:00,66,-5,
ÆÈ°ø»ê,2018-01-15 22:00,69,-5.1,
ÆÈ°ø»ê,2018-01-15 23:00,71,-4.8,
ÆÈ°ø»ê,2018-01-16 0:00,73,-4.7,
ÆÈ°ø»ê,2018-01-16 1:00,76,-5.4,
ÆÈ°ø»ê,2018-01-16 2:00,79,-5.7,
ÆÈ°ø»ê,2018-01-16 3:00,82,-5.8,
ÆÈ°ø»ê,2018-01-16 4:00,82,-6.2,
ÆÈ°ø»ê,2018-01-16 5:00,83,-6.3,
ÆÈ°ø»ê,2018-01-16 6:00,81,-5.4,
ÆÈ°ø»ê,2018-01-16 7:00,82,-4.4,
ÆÈ°ø»ê,2018-01-16 8:00,76,-4.2,
ÆÈ°ø»ê,2018-01-16 9:00,71,-3.8,
ÆÈ°ø»ê,2018-01-16 10:00,64,-2.9,
ÆÈ°ø»ê,2018-01-16 11:00,57,-2.9,
ÆÈ°ø»ê,2018-01-16 12:00,54,-2.6,
ÆÈ°ø»ê,2018-01-16 13:00,60,-0.4,
ÆÈ°ø»ê,2018-01-16 14:00,56,0.1,
ÆÈ°ø»ê,2018-01-16 15:00,51,-0.8,
ÆÈ°ø»ê,2018-01-16 16:00,60,1,
ÆÈ°ø»ê,2018-01-16 17:00,74,2.5,
ÆÈ°ø»ê,2018-01-16 18:00,72,1.7,
ÆÈ°ø»ê,2018-01-16 19:00,66,0.4,
ÆÈ°ø»ê,2018-01-16 20:00,83,1.9,
ÆÈ°ø»ê,2018-01-16 21:00,91,2.8,
ÆÈ°ø»ê,2018-01-16 22:00,93,2.7,
ÆÈ°ø»ê,2018-01-16 23:00,93,2.6,
ÆÈ°ø»ê,2018-01-17 0:00,94,2.6,
ÆÈ°ø»ê,2018-01-17 1:00,94,2.6,
ÆÈ°ø»ê,2018-01-17 2:00,94,2.5,
ÆÈ°ø»ê,2018-01-17 3:00,94,2.4,
ÆÈ°ø»ê,2018-01-17 4:00,94,2.4,
ÆÈ°ø»ê,2018-01-17 5:00,94,2.8,
ÆÈ°ø»ê,2018-01-17 6:00,94,2.7,
ÆÈ°ø»ê,2018-01-17 7:00,94,2.3,
ÆÈ°ø»ê,2018-01-17 8:00,94,2.2,
ÆÈ°ø»ê,2018-01-17 9:00,93,1.9,
ÆÈ°ø»ê,2018-01-17 10:00,93,2.1,
ÆÈ°ø»ê,2018-01-17 11:00,92,2.4,
ÆÈ°ø»ê,2018-01-17 12:00,91,3.3,
ÆÈ°ø»ê,2018-01-17 13:00,88,3.7,
ÆÈ°ø»ê,2018-01-17 14:00,83,3.5,
ÆÈ°ø»ê,2018-01-17 15:00,77,3.8,
ÆÈ°ø»ê,2018-01-17 16:00,77,2.7,
ÆÈ°ø»ê,2018-01-17 17:00,80,2.7,
ÆÈ°ø»ê,2018-01-17 18:00,83,2.4,
ÆÈ°ø»ê,2018-01-17 19:00,90,2.8,
ÆÈ°ø»ê,2018-01-17 20:00,84,2.3,
ÆÈ°ø»ê,2018-01-17 21:00,89,2.5,
ÆÈ°ø»ê,2018-01-17 22:00,92,0.4,
ÆÈ°ø»ê,2018-01-17 23:00,94,2.6,
ÆÈ°ø»ê,2018-01-18 0:00,93,2.1,
ÆÈ°ø»ê,2018-01-18 1:00,89,2.2,
ÆÈ°ø»ê,2018-01-18 2:00,80,1.4,
ÆÈ°ø»ê,2018-01-18 3:00,76,0.8,
ÆÈ°ø»ê,2018-01-18 4:00,73,0.1,
ÆÈ°ø»ê,2018-01-18 5:00,79,1.1,
ÆÈ°ø»ê,2018-01-18 6:00,81,0.9,
ÆÈ°ø»ê,2018-01-18 7:00,75,0.8,
ÆÈ°ø»ê,2018-01-18 8:00,73,0.8,
ÆÈ°ø»ê,2018-01-18 9:00,72,0.7,
ÆÈ°ø»ê,2018-01-18 10:00,67,0.2,
ÆÈ°ø»ê,2018-01-18 11:00,62,-0.1,
ÆÈ°ø»ê,2018-01-18 12:00,56,-0.9,
ÆÈ°ø»ê,2018-01-18 13:00,52,-1.3,
ÆÈ°ø»ê,2018-01-18 14:00,46,-2.4,
ÆÈ°ø»ê,2018-01-18 15:00,36,-5.2,
ÆÈ°ø»ê,2018-01-18 16:00,35,-6.1,
ÆÈ°ø»ê,2018-01-18 17:00,39,-5.6,
ÆÈ°ø»ê,2018-01-18 18:00,43,-5.5,
ÆÈ°ø»ê,2018-01-18 19:00,46,-5.5,
ÆÈ°ø»ê,2018-01-18 20:00,56,-4.8,
ÆÈ°ø»ê,2018-01-18 21:00,63,-4.9,
ÆÈ°ø»ê,2018-01-18 22:00,53,-5.5,
ÆÈ°ø»ê,2018-01-18 23:00,58,-4.9,
ÆÈ°ø»ê,2018-01-19 0:00,60,-5.2,
ÆÈ°ø»ê,2018-01-19 1:00,59,-5.2,
ÆÈ°ø»ê,2018-01-19 2:00,68,-5,
ÆÈ°ø»ê,2018-01-19 3:00,74,-5.2,
ÆÈ°ø»ê,2018-01-19 4:00,82,-5.2,
ÆÈ°ø»ê,2018-01-19 5:00,88,-5,
ÆÈ°ø»ê,2018-01-19 6:00,86,-5,
