,loc,date,Humi,dew,snow
89,µµºÀ»ê,2013-01-04 17:00,33.0,-21.2,7.5
90,µµºÀ»ê,2013-01-04 18:00,34.0,-21.8,7.5
91,µµºÀ»ê,2013-01-04 19:00,37.0,-21.3,7.5
92,µµºÀ»ê,2013-01-04 20:00,41.0,-20.3,7.5
93,µµºÀ»ê,2013-01-04 21:00,47.0,-19.0,7.5
94,µµºÀ»ê,2013-01-04 22:00,49.0,-18.7,7.5
95,µµºÀ»ê,2013-01-04 23:00,55.0,-17.8,7.5
96,µµºÀ»ê,2013-01-05 0:00,53.0,-18.2,7.5
97,µµºÀ»ê,2013-01-05 1:00,53.0,-18.6,7.5
98,µµºÀ»ê,2013-01-05 2:00,54.0,-18.4,7.5
99,µµºÀ»ê,2013-01-05 3:00,62.0,-17.2,7.5
100,µµºÀ»ê,2013-01-05 4:00,62.0,-17.7,7.5
101,µµºÀ»ê,2013-01-05 5:00,60.0,-18.2,7.5
102,µµºÀ»ê,2013-01-05 6:00,56.0,-18.8,7.5
103,µµºÀ»ê,2013-01-05 7:00,61.0,-17.7,7.5
104,µµºÀ»ê,2013-01-05 8:00,63.0,-17.7,7.5
105,µµºÀ»ê,2013-01-05 9:00,57.0,-17.8,7.5
106,µµºÀ»ê,2013-01-05 10:00,49.0,-17.5,7.5
107,µµºÀ»ê,2013-01-05 11:00,48.0,-16.0,7.5
108,µµºÀ»ê,2013-01-05 12:00,45.0,-15.4,7.5
109,µµºÀ»ê,2013-01-05 13:00,43.0,-13.8,7.4
110,µµºÀ»ê,2013-01-05 14:00,46.0,-11.4,7.3
111,µµºÀ»ê,2013-01-05 15:00,53.0,-10.1,7.3
112,µµºÀ»ê,2013-01-05 16:00,57.0,-9.6,7.3
113,µµºÀ»ê,2013-01-05 17:00,63.0,-9.0,7.3
114,µµºÀ»ê,2013-01-05 18:00,63.0,-9.4,7.3
115,µµºÀ»ê,2013-01-05 19:00,66.0,-9.4,7.3
116,µµºÀ»ê,2013-01-05 20:00,69.0,-9.3,7.3
117,µµºÀ»ê,2013-01-05 21:00,72.0,-9.0,7.3
118,µµºÀ»ê,2013-01-05 22:00,66.0,-10.4,7.3
119,µµºÀ»ê,2013-01-05 23:00,70.0,-10.2,7.3
120,µµºÀ»ê,2013-01-06 0:00,67.0,-11.2,7.3
121,µµºÀ»ê,2013-01-06 1:00,74.0,-10.4,7.3
122,µµºÀ»ê,2013-01-06 2:00,76.0,-10.9,7.3
123,µµºÀ»ê,2013-01-06 3:00,77.0,-11.3,7.3
124,µµºÀ»ê,2013-01-06 4:00,78.0,-11.4,7.3
125,µµºÀ»ê,2013-01-06 5:00,81.0,-11.2,7.3
126,µµºÀ»ê,2013-01-06 6:00,79.0,-11.8,7.3
127,µµºÀ»ê,2013-01-06 7:00,80.0,-12.0,7.3
128,µµºÀ»ê,2013-01-06 8:00,82.0,-11.9,7.3
129,µµºÀ»ê,2013-01-06 9:00,77.0,-12.1,7.3
130,µµºÀ»ê,2013-01-06 10:00,67.0,-12.1,7.3
131,µµºÀ»ê,2013-01-06 11:00,61.0,-12.2,7.3
132,µµºÀ»ê,2013-01-06 12:00,54.0,-12.3,7.3
133,µµºÀ»ê,2013-01-06 13:00,41.0,-14.2,7.2
134,µµºÀ»ê,2013-01-06 14:00,50.0,-11.4,7.2
135,µµºÀ»ê,2013-01-06 15:00,41.0,-13.5,7.2
136,µµºÀ»ê,2013-01-06 16:00,32.0,-16.8,7.1
137,µµºÀ»ê,2013-01-06 17:00,31.0,-18.4,7.1
138,µµºÀ»ê,2013-01-06 18:00,37.0,-17.2,7.1
139,µµºÀ»ê,2013-01-06 19:00,43.0,-16.0,7.1
140,µµºÀ»ê,2013-01-06 20:00,47.0,-15.3,7.1
141,µµºÀ»ê,2013-01-06 21:00,52.0,-14.4,7.1
142,µµºÀ»ê,2013-01-06 22:00,58.0,-13.6,7.1
143,µµºÀ»ê,2013-01-06 23:00,55.0,-14.4,7.1
144,µµºÀ»ê,2013-01-07 0:00,58.0,-13.9,7.1
145,µµºÀ»ê,2013-01-07 1:00,59.0,-14.0,7.1
146,µµºÀ»ê,2013-01-07 2:00,60.0,-14.4,7.1
147,µµºÀ»ê,2013-01-07 3:00,61.0,-14.4,7.1
148,µµºÀ»ê,2013-01-07 4:00,63.0,-14.4,7.1
149,µµºÀ»ê,2013-01-07 5:00,61.0,-14.8,7.1
150,µµºÀ»ê,2013-01-07 6:00,67.0,-13.7,7.1
151,µµºÀ»ê,2013-01-07 7:00,65.0,-13.6,7.1
152,µµºÀ»ê,2013-01-07 8:00,65.0,-13.7,7.1
153,µµºÀ»ê,2013-01-07 9:00,62.0,-13.6,7.1
154,µµºÀ»ê,2013-01-07 10:00,60.0,-12.7,7.1
155,µµºÀ»ê,2013-01-07 11:00,46.0,-14.5,7.1
156,µµºÀ»ê,2013-01-07 12:00,34.0,-16.5,7.1
157,µµºÀ»ê,2013-01-07 13:00,42.0,-12.5,7.0
158,µµºÀ»ê,2013-01-07 14:00,38.0,-12.6,6.9
159,µµºÀ»ê,2013-01-07 15:00,40.0,-13.1,6.9
160,µµºÀ»ê,2013-01-07 16:00,44.0,-12.2,6.9
161,µµºÀ»ê,2013-01-07 17:00,49.0,-11.6,6.9
162,µµºÀ»ê,2013-01-07 18:00,49.0,-12.2,6.9
163,µµºÀ»ê,2013-01-07 19:00,49.0,-12.6,6.9
164,µµºÀ»ê,2013-01-07 20:00,50.0,-12.6,6.9
165,µµºÀ»ê,2013-01-07 21:00,49.0,-13.1,6.9
166,µµºÀ»ê,2013-01-07 22:00,61.0,-10.8,6.9
167,µµºÀ»ê,2013-01-07 23:00,68.0,-9.9,6.9
168,µµºÀ»ê,2013-01-08 0:00,67.0,-10.2,6.9
169,µµºÀ»ê,2013-01-08 1:00,66.0,-10.8,6.9
170,µµºÀ»ê,2013-01-08 2:00,63.0,-11.4,6.9
171,µµºÀ»ê,2013-01-08 3:00,69.0,-10.5,6.9
172,µµºÀ»ê,2013-01-08 4:00,74.0,-10.0,6.9
173,µµºÀ»ê,2013-01-08 5:00,66.0,-11.3,6.9
174,µµºÀ»ê,2013-01-08 6:00,70.0,-10.7,6.9
175,µµºÀ»ê,2013-01-08 7:00,73.0,-10.6,6.9
176,µµºÀ»ê,2013-01-08 8:00,74.0,-10.4,6.9
177,µµºÀ»ê,2013-01-08 9:00,69.0,-10.8,6.9
178,µµºÀ»ê,2013-01-08 10:00,63.0,-10.4,6.9
179,µµºÀ»ê,2013-01-08 11:00,60.0,-9.9,6.9
180,µµºÀ»ê,2013-01-08 12:00,55.0,-10.5,6.7
181,µµºÀ»ê,2013-01-08 13:00,42.0,-13.3,6.6
182,µµºÀ»ê,2013-01-08 14:00,29.0,-17.6,6.5
183,µµºÀ»ê,2013-01-08 15:00,32.0,-15.3,6.4
184,µµºÀ»ê,2013-01-08 16:00,37.0,-14.3,6.4
185,µµºÀ»ê,2013-01-08 17:00,42.0,-13.7,6.4
186,µµºÀ»ê,2013-01-08 18:00,40.0,-15.0,6.4
187,µµºÀ»ê,2013-01-08 19:00,46.0,-14.0,6.4
188,µµºÀ»ê,2013-01-08 20:00,50.0,-13.4,6.4
189,µµºÀ»ê,2013-01-08 21:00,47.0,-14.8,6.4
190,µµºÀ»ê,2013-01-08 22:00,44.0,-16.3,6.4
191,µµºÀ»ê,2013-01-08 23:00,43.0,-16.9,6.4
192,µµºÀ»ê,2013-01-09 0:00,45.0,-16.7,6.4
193,µµºÀ»ê,2013-01-09 1:00,50.0,-16.1,6.4
194,µµºÀ»ê,2013-01-09 2:00,48.0,-17.3,6.4
195,µµºÀ»ê,2013-01-09 3:00,50.0,-17.2,6.4
196,µµºÀ»ê,2013-01-09 4:00,51.0,-17.2,6.4
197,µµºÀ»ê,2013-01-09 5:00,53.0,-17.1,6.4
198,µµºÀ»ê,2013-01-09 6:00,51.0,-17.9,6.4
199,µµºÀ»ê,2013-01-09 7:00,52.0,-18.1,6.4
200,µµºÀ»ê,2013-01-09 8:00,46.0,-19.6,6.4
201,µµºÀ»ê,2013-01-09 9:00,40.0,-20.9,6.4
202,µµºÀ»ê,2013-01-09 10:00,37.0,-21.6,6.4
203,µµºÀ»ê,2013-01-09 11:00,35.0,-21.6,6.4
204,µµºÀ»ê,2013-01-09 12:00,29.0,-23.0,6.4
205,µµºÀ»ê,2013-01-09 13:00,31.0,-21.8,6.4
206,µµºÀ»ê,2013-01-09 14:00,32.0,-21.4,6.3
207,µµºÀ»ê,2013-01-09 15:00,31.0,-21.0,6.3
208,µµºÀ»ê,2013-01-09 16:00,30.0,-21.8,6.3
209,µµºÀ»ê,2013-01-09 17:00,30.0,-22.3,6.2
210,µµºÀ»ê,2013-01-09 18:00,33.0,-22.0,6.2
211,µµºÀ»ê,2013-01-09 19:00,36.0,-21.3,6.2
212,µµºÀ»ê,2013-01-09 20:00,39.0,-20.7,6.2
213,µµºÀ»ê,2013-01-09 21:00,39.0,-20.9,6.2
214,µµºÀ»ê,2013-01-09 22:00,44.0,-19.8,6.2
215,µµºÀ»ê,2013-01-09 23:00,44.0,-20.3,6.2
216,µµºÀ»ê,2013-01-10 0:00,35.0,-23.0,6.2
217,µµºÀ»ê,2013-01-10 1:00,37.0,-22.7,6.2
218,µµºÀ»ê,2013-01-10 2:00,44.0,-21.1,6.2
219,µµºÀ»ê,2013-01-10 3:00,48.0,-20.4,6.2
220,µµºÀ»ê,2013-01-10 4:00,50.0,-20.4,6.2
221,µµºÀ»ê,2013-01-10 5:00,49.0,-20.6,6.2
222,µµºÀ»ê,2013-01-10 6:00,50.0,-20.5,6.2
223,µµºÀ»ê,2013-01-10 7:00,52.0,-19.8,6.2
224,µµºÀ»ê,2013-01-10 8:00,56.0,-19.1,6.2
225,µµºÀ»ê,2013-01-10 9:00,47.0,-20.5,6.2
226,µµºÀ»ê,2013-01-10 10:00,34.0,-22.7,6.2
227,µµºÀ»ê,2013-01-10 11:00,29.0,-23.1,6.2
228,µµºÀ»ê,2013-01-10 12:00,32.0,-19.7,6.2
229,µµºÀ»ê,2013-01-10 13:00,28.0,-20.0,6.2
230,µµºÀ»ê,2013-01-10 14:00,27.0,-20.4,6.2
231,µµºÀ»ê,2013-01-10 15:00,29.0,-19.6,6.1
232,µµºÀ»ê,2013-01-10 16:00,28.0,-20.0,6.1
233,µµºÀ»ê,2013-01-10 17:00,29.0,-20.5,6.1
234,µµºÀ»ê,2013-01-10 18:00,31.0,-20.6,6.1
235,µµºÀ»ê,2013-01-10 19:00,35.0,-19.7,6.1
236,µµºÀ»ê,2013-01-10 20:00,40.0,-18.2,6.1
237,µµºÀ»ê,2013-01-10 21:00,42.0,-17.9,6.1
238,µµºÀ»ê,2013-01-10 22:00,42.0,-17.5,6.1
239,µµºÀ»ê,2013-01-10 23:00,45.0,-17.3,6.1
240,µµºÀ»ê,2013-01-11 0:00,51.0,-16.1,6.1
241,µµºÀ»ê,2013-01-11 1:00,46.0,-16.8,6.1
242,µµºÀ»ê,2013-01-11 2:00,46.0,-16.6,6.1
243,µµºÀ»ê,2013-01-11 3:00,50.0,-15.8,6.1
244,µµºÀ»ê,2013-01-11 4:00,51.0,-15.2,6.1
245,µµºÀ»ê,2013-01-11 5:00,50.0,-15.4,6.1
246,µµºÀ»ê,2013-01-11 6:00,53.0,-14.8,6.1
247,µµºÀ»ê,2013-01-11 7:00,52.0,-14.9,6.1
248,µµºÀ»ê,2013-01-11 8:00,52.0,-14.7,6.1
249,µµºÀ»ê,2013-01-11 9:00,53.0,-13.9,6.1
250,µµºÀ»ê,2013-01-11 10:00,52.0,-13.4,6.1
251,µµºÀ»ê,2013-01-11 11:00,48.0,-13.1,6.1
252,µµºÀ»ê,2013-01-11 12:00,44.0,-12.7,6.1
253,µµºÀ»ê,2013-01-11 13:00,42.0,-11.8,6.1
254,µµºÀ»ê,2013-01-11 14:00,42.0,-11.0,6.0
255,µµºÀ»ê,2013-01-11 15:00,41.0,-10.7,6.0
256,µµºÀ»ê,2013-01-11 16:00,46.0,-9.8,6.0
257,µµºÀ»ê,2013-01-11 17:00,48.0,-9.7,6.0
258,µµºÀ»ê,2013-01-11 18:00,49.0,-9.7,6.0
259,µµºÀ»ê,2013-01-11 19:00,52.0,-9.3,6.0
260,µµºÀ»ê,2013-01-11 20:00,52.0,-9.5,6.0
261,µµºÀ»ê,2013-01-11 21:00,54.0,-9.6,6.0
262,µµºÀ»ê,2013-01-11 22:00,54.0,-9.8,6.0
263,µµºÀ»ê,2013-01-11 23:00,59.0,-9.6,6.0
264,µµºÀ»ê,2013-01-12 0:00,60.0,-9.4,6.0
265,µµºÀ»ê,2013-01-12 1:00,59.0,-9.2,6.0
266,µµºÀ»ê,2013-01-12 2:00,58.0,-9.3,6.0
267,µµºÀ»ê,2013-01-12 3:00,58.0,-9.1,6.0
268,µµºÀ»ê,2013-01-12 4:00,58.0,-9.0,6.0
269,µµºÀ»ê,2013-01-12 5:00,59.0,-8.7,6.0
270,µµºÀ»ê,2013-01-12 6:00,72.0,-6.4,6.1
271,µµºÀ»ê,2013-01-12 7:00,77.0,-5.8,6.1
272,µµºÀ»ê,2013-01-12 8:00,78.0,-5.5,6.1
273,µµºÀ»ê,2013-01-12 9:00,76.0,-5.3,6.1
274,µµºÀ»ê,2013-01-12 10:00,72.0,-5.4,6.1
275,µµºÀ»ê,2013-01-12 11:00,69.0,-4.8,6.1
276,µµºÀ»ê,2013-01-12 12:00,67.0,-2.9,5.9
277,µµºÀ»ê,2013-01-12 13:00,62.0,-2.9,5.6
278,µµºÀ»ê,2013-01-12 14:00,57.0,-4.0,5.1
279,µµºÀ»ê,2013-01-12 15:00,64.0,-2.6,4.5
280,µµºÀ»ê,2013-01-12 16:00,62.0,-3.4,4.0
281,µµºÀ»ê,2013-01-12 17:00,62.0,-4.1,3.8
282,µµºÀ»ê,2013-01-12 18:00,64.0,-4.5,3.8
283,µµºÀ»ê,2013-01-12 19:00,68.0,-4.3,3.8
284,µµºÀ»ê,2013-01-12 20:00,74.0,-3.9,3.8
285,µµºÀ»ê,2013-01-12 21:00,76.0,-4.0,3.8
286,µµºÀ»ê,2013-01-12 22:00,79.0,-3.9,3.8
287,µµºÀ»ê,2013-01-12 23:00,80.0,-3.9,3.8
288,µµºÀ»ê,2013-01-13 0:00,83.0,-4.0,3.8
289,µµºÀ»ê,2013-01-13 1:00,84.0,-3.8,3.8
290,µµºÀ»ê,2013-01-13 2:00,85.0,-4.2,3.8
291,µµºÀ»ê,2013-01-13 3:00,83.0,-4.8,3.8
292,µµºÀ»ê,2013-01-13 4:00,84.0,-4.8,3.8
293,µµºÀ»ê,2013-01-13 5:00,83.0,-4.8,3.8
294,µµºÀ»ê,2013-01-13 6:00,85.0,-4.8,3.8
295,µµºÀ»ê,2013-01-13 7:00,84.0,-5.1,3.8
296,µµºÀ»ê,2013-01-13 8:00,84.0,-5.2,3.8
297,µµºÀ»ê,2013-01-13 9:00,79.0,-5.5,3.8
298,µµºÀ»ê,2013-01-13 10:00,71.0,-5.6,3.8
299,µµºÀ»ê,2013-01-13 11:00,60.0,-6.2,3.7
300,µµºÀ»ê,2013-01-13 12:00,55.0,-6.5,3.7
301,µµºÀ»ê,2013-01-13 13:00,42.0,-9.5,3.6
302,µµºÀ»ê,2013-01-13 14:00,35.0,-11.2,3.6
303,µµºÀ»ê,2013-01-13 15:00,31.0,-12.3,3.5
304,µµºÀ»ê,2013-01-13 16:00,59.0,-4.6,3.4
305,µµºÀ»ê,2013-01-13 17:00,60.0,-5.1,3.4
306,µµºÀ»ê,2013-01-13 18:00,65.0,-4.9,3.4
307,µµºÀ»ê,2013-01-13 19:00,68.0,-5.0,3.4
308,µµºÀ»ê,2013-01-13 20:00,71.0,-5.2,3.4
309,µµºÀ»ê,2013-01-13 21:00,62.0,-7.1,3.4
310,µµºÀ»ê,2013-01-13 22:00,64.0,-7.3,3.4
311,µµºÀ»ê,2013-01-13 23:00,64.0,-7.6,3.4
312,µµºÀ»ê,2013-01-14 0:00,65.0,-7.5,3.4
313,µµºÀ»ê,2013-01-14 1:00,71.0,-7.0,3.4
314,µµºÀ»ê,2013-01-14 2:00,66.0,-7.9,3.4
315,µµºÀ»ê,2013-01-14 3:00,72.0,-7.6,3.4
316,µµºÀ»ê,2013-01-14 4:00,74.0,-7.3,3.4
317,µµºÀ»ê,2013-01-14 5:00,76.0,-7.4,3.4
318,µµºÀ»ê,2013-01-14 6:00,75.0,-7.7,3.4
319,µµºÀ»ê,2013-01-14 7:00,77.0,-7.6,3.4
320,µµºÀ»ê,2013-01-14 8:00,77.0,-7.6,3.4
321,µµºÀ»ê,2013-01-14 9:00,74.0,-7.9,3.4
322,µµºÀ»ê,2013-01-14 10:00,68.0,-7.4,3.4
323,µµºÀ»ê,2013-01-14 11:00,62.0,-7.8,3.4
324,µµºÀ»ê,2013-01-14 12:00,54.0,-8.6,3.4
325,µµºÀ»ê,2013-01-14 13:00,42.0,-11.0,3.4
326,µµºÀ»ê,2013-01-14 14:00,49.0,-8.0,3.3
327,µµºÀ»ê,2013-01-14 15:00,47.0,-8.6,3.2
328,µµºÀ»ê,2013-01-14 16:00,48.0,-8.8,3.2
329,µµºÀ»ê,2013-01-14 17:00,52.0,-8.7,3.2
330,µµºÀ»ê,2013-01-14 18:00,53.0,-9.0,3.2
331,µµºÀ»ê,2013-01-14 19:00,53.0,-9.5,3.2
332,µµºÀ»ê,2013-01-14 20:00,53.0,-10.0,3.2
333,µµºÀ»ê,2013-01-14 21:00,54.0,-10.1,3.2
334,µµºÀ»ê,2013-01-14 22:00,59.0,-9.8,3.2
335,µµºÀ»ê,2013-01-14 23:00,61.0,-9.5,3.2
336,µµºÀ»ê,2013-01-15 0:00,64.0,-9.6,3.2
337,µµºÀ»ê,2013-01-15 1:00,64.0,-9.8,3.2
338,µµºÀ»ê,2013-01-15 2:00,67.0,-9.6,3.2
339,µµºÀ»ê,2013-01-15 3:00,60.0,-11.0,3.2
340,µµºÀ»ê,2013-01-15 4:00,60.0,-11.4,3.2
341,µµºÀ»ê,2013-01-15 5:00,59.0,-11.9,3.2
342,µµºÀ»ê,2013-01-15 6:00,61.0,-11.1,3.2
343,µµºÀ»ê,2013-01-15 7:00,67.0,-10.6,3.2
344,µµºÀ»ê,2013-01-15 8:00,67.0,-10.5,3.2
345,µµºÀ»ê,2013-01-15 9:00,60.0,-11.0,3.2
346,µµºÀ»ê,2013-01-15 10:00,55.0,-10.8,3.2
347,µµºÀ»ê,2013-01-15 11:00,51.0,-9.8,3.2
348,µµºÀ»ê,2013-01-15 12:00,48.0,-9.5,3.2
349,µµºÀ»ê,2013-01-15 13:00,45.0,-9.4,3.2
350,µµºÀ»ê,2013-01-15 14:00,45.0,-9.4,3.2
351,µµºÀ»ê,2013-01-15 15:00,42.0,-9.8,3.1
352,µµºÀ»ê,2013-01-15 16:00,40.0,-10.3,3.1
353,µµºÀ»ê,2013-01-15 17:00,48.0,-8.8,3.1
354,µµºÀ»ê,2013-01-15 18:00,59.0,-7.5,3.1
355,µµºÀ»ê,2013-01-15 19:00,59.0,-8.1,3.1
356,µµºÀ»ê,2013-01-15 20:00,61.0,-8.2,3.1
357,µµºÀ»ê,2013-01-15 21:00,64.0,-8.0,3.1
358,µµºÀ»ê,2013-01-15 22:00,66.0,-7.7,3.1
359,µµºÀ»ê,2013-01-15 23:00,63.0,-8.6,3.1
360,µµºÀ»ê,2013-01-16 0:00,62.0,-8.8,3.1
361,µµºÀ»ê,2013-01-16 1:00,64.0,-8.8,3.1
362,µµºÀ»ê,2013-01-16 2:00,63.0,-9.1,3.1
363,µµºÀ»ê,2013-01-16 3:00,61.0,-9.2,3.1
364,µµºÀ»ê,2013-01-16 4:00,61.0,-9.0,3.1
365,µµºÀ»ê,2013-01-16 5:00,61.0,-9.0,3.1
366,µµºÀ»ê,2013-01-16 6:00,61.0,-8.8,3.1
367,µµºÀ»ê,2013-01-16 7:00,59.0,-8.9,3.1
368,µµºÀ»ê,2013-01-16 8:00,62.0,-8.3,3.1
369,µµºÀ»ê,2013-01-16 9:00,68.0,-7.0,3.2
370,µµºÀ»ê,2013-01-16 10:00,78.0,-6.1,3.6
371,µµºÀ»ê,2013-01-16 11:00,79.0,-6.0,3.6
372,µµºÀ»ê,2013-01-16 12:00,77.0,-5.5,3.6
373,µµºÀ»ê,2013-01-16 13:00,65.0,-6.4,3.3
374,µµºÀ»ê,2013-01-16 14:00,58.0,-7.2,3.0
375,µµºÀ»ê,2013-01-16 15:00,58.0,-7.6,2.9
376,µµºÀ»ê,2013-01-16 16:00,54.0,-8.5,2.9
377,µµºÀ»ê,2013-01-16 17:00,54.0,-9.3,2.9
378,µµºÀ»ê,2013-01-16 18:00,55.0,-9.6,2.9
379,µµºÀ»ê,2013-01-16 19:00,64.0,-8.1,2.9
380,µµºÀ»ê,2013-01-16 20:00,65.0,-8.6,2.9
381,µµºÀ»ê,2013-01-16 21:00,69.0,-8.6,2.9
382,µµºÀ»ê,2013-01-16 22:00,67.0,-9.7,2.9
383,µµºÀ»ê,2013-01-16 23:00,66.0,-10.4,2.9
384,µµºÀ»ê,2013-01-17 0:00,64.0,-11.5,2.9
385,µµºÀ»ê,2013-01-17 1:00,68.0,-11.4,2.9
386,µµºÀ»ê,2013-01-17 2:00,71.0,-11.3,2.9
387,µµºÀ»ê,2013-01-17 3:00,73.0,-11.3,2.9
