,date,Humi.x,dew.x,snow.x,Humi.y,dew.y,snow.y,Humi,dew,snow
53,2013-01-03 13:00,32.0,-24.5,9.8,32.0,-24.5,9.8,32.0,-24.5,9.8
54,2013-01-03 14:00,33.0,-23.5,9.6,33.0,-23.5,9.6,33.0,-23.5,9.6
55,2013-01-03 15:00,32.0,-23.3,9.4,32.0,-23.3,9.4,32.0,-23.3,9.4
56,2013-01-03 16:00,35.0,-22.4,9.2,35.0,-22.4,9.2,35.0,-22.4,9.2
57,2013-01-03 17:00,38.0,-21.5,9.2,38.0,-21.5,9.2,38.0,-21.5,9.2
58,2013-01-03 18:00,42.0,-21.1,9.2,42.0,-21.1,9.2,42.0,-21.1,9.2
59,2013-01-03 19:00,42.0,-21.6,9.2,42.0,-21.6,9.2,42.0,-21.6,9.2
60,2013-01-03 2:00,53.0,-23.3,10.1,53.0,-23.3,10.1,53.0,-23.3,10.1
61,2013-01-03 20:00,44.0,-21.7,9.2,44.0,-21.7,9.2,44.0,-21.7,9.2
62,2013-01-03 21:00,46.0,-21.7,9.2,46.0,-21.7,9.2,46.0,-21.7,9.2
63,2013-01-03 22:00,47.0,-21.8,9.2,47.0,-21.8,9.2,47.0,-21.8,9.2
64,2013-01-03 23:00,46.0,-22.4,9.2,46.0,-22.4,9.2,46.0,-22.4,9.2
65,2013-01-03 3:00,50.0,-24.0,10.1,50.0,-24.0,10.1,50.0,-24.0,10.1
66,2013-01-03 4:00,48.0,-24.5,10.1,48.0,-24.5,10.1,48.0,-24.5,10.1
67,2013-01-03 5:00,46.0,-25.1,10.1,46.0,-25.1,10.1,46.0,-25.1,10.1
68,2013-01-03 6:00,49.0,-24.5,10.1,49.0,-24.5,10.1,49.0,-24.5,10.1
69,2013-01-03 7:00,46.0,-25.2,10.1,46.0,-25.2,10.1,46.0,-25.2,10.1
70,2013-01-03 8:00,46.0,-25.0,10.1,46.0,-25.0,10.1,46.0,-25.0,10.1
71,2013-01-03 9:00,42.0,-25.4,10.1,42.0,-25.4,10.1,42.0,-25.4,10.1
72,2013-01-04 0:00,50.0,-21.8,9.2,50.0,-21.8,9.2,50.0,-21.8,9.2
73,2013-01-04 1:00,46.0,-22.7,9.2,46.0,-22.7,9.2,46.0,-22.7,9.2
74,2013-01-04 10:00,45.0,-21.3,9.2,45.0,-21.3,9.2,45.0,-21.3,9.2
75,2013-01-04 11:00,32.0,-23.0,9.2,32.0,-23.0,9.2,32.0,-23.0,9.2
76,2013-01-04 12:00,28.0,-23.0,9.0,28.0,-23.0,9.0,28.0,-23.0,9.0
77,2013-01-04 13:00,34.0,-19.7,8.6,34.0,-19.7,8.6,34.0,-19.7,8.6
78,2013-01-04 14:00,29.0,-21.4,8.3,29.0,-21.4,8.3,29.0,-21.4,8.3
79,2013-01-04 15:00,33.0,-20.1,7.9,33.0,-20.1,7.9,33.0,-20.1,7.9
80,2013-01-04 16:00,31.0,-21.0,7.6,31.0,-21.0,7.6,31.0,-21.0,7.6
81,2013-01-04 17:00,33.0,-21.2,7.5,33.0,-21.2,7.5,33.0,-21.2,7.5
82,2013-01-04 18:00,34.0,-21.8,7.5,34.0,-21.8,7.5,34.0,-21.8,7.5
83,2013-01-04 19:00,37.0,-21.3,7.5,37.0,-21.3,7.5,37.0,-21.3,7.5
84,2013-01-04 2:00,47.0,-22.7,9.2,47.0,-22.7,9.2,47.0,-22.7,9.2
85,2013-01-04 20:00,41.0,-20.3,7.5,41.0,-20.3,7.5,41.0,-20.3,7.5
86,2013-01-04 21:00,47.0,-19.0,7.5,47.0,-19.0,7.5,47.0,-19.0,7.5
87,2013-01-04 22:00,49.0,-18.7,7.5,49.0,-18.7,7.5,49.0,-18.7,7.5
88,2013-01-04 23:00,55.0,-17.8,7.5,55.0,-17.8,7.5,55.0,-17.8,7.5
89,2013-01-04 3:00,49.0,-22.5,9.2,49.0,-22.5,9.2,49.0,-22.5,9.2
90,2013-01-04 4:00,50.0,-22.3,9.2,50.0,-22.3,9.2,50.0,-22.3,9.2
91,2013-01-04 5:00,55.0,-21.3,9.2,55.0,-21.3,9.2,55.0,-21.3,9.2
92,2013-01-04 6:00,56.0,-21.3,9.2,56.0,-21.3,9.2,56.0,-21.3,9.2
93,2013-01-04 7:00,59.0,-20.9,9.2,59.0,-20.9,9.2,59.0,-20.9,9.2
94,2013-01-04 8:00,58.0,-21.2,9.2,58.0,-21.2,9.2,58.0,-21.2,9.2
95,2013-01-04 9:00,54.0,-21.1,9.2,54.0,-21.1,9.2,54.0,-21.1,9.2
96,2013-01-05 0:00,53.0,-18.2,7.5,53.0,-18.2,7.5,53.0,-18.2,7.5
97,2013-01-05 1:00,53.0,-18.6,7.5,53.0,-18.6,7.5,53.0,-18.6,7.5
98,2013-01-05 10:00,49.0,-17.5,7.5,49.0,-17.5,7.5,49.0,-17.5,7.5
99,2013-01-05 11:00,48.0,-16.0,7.5,48.0,-16.0,7.5,48.0,-16.0,7.5
100,2013-01-05 12:00,45.0,-15.4,7.5,45.0,-15.4,7.5,45.0,-15.4,7.5
101,2013-01-05 13:00,43.0,-13.8,7.4,43.0,-13.8,7.4,43.0,-13.8,7.4
102,2013-01-05 14:00,46.0,-11.4,7.3,46.0,-11.4,7.3,46.0,-11.4,7.3
103,2013-01-05 15:00,53.0,-10.1,7.3,53.0,-10.1,7.3,53.0,-10.1,7.3
104,2013-01-05 16:00,57.0,-9.6,7.3,57.0,-9.6,7.3,57.0,-9.6,7.3
105,2013-01-05 17:00,63.0,-9.0,7.3,63.0,-9.0,7.3,63.0,-9.0,7.3
106,2013-01-05 18:00,63.0,-9.4,7.3,63.0,-9.4,7.3,63.0,-9.4,7.3
107,2013-01-05 19:00,66.0,-9.4,7.3,66.0,-9.4,7.3,66.0,-9.4,7.3
108,2013-01-05 2:00,54.0,-18.4,7.5,54.0,-18.4,7.5,54.0,-18.4,7.5
109,2013-01-05 20:00,69.0,-9.3,7.3,69.0,-9.3,7.3,69.0,-9.3,7.3
110,2013-01-05 21:00,72.0,-9.0,7.3,72.0,-9.0,7.3,72.0,-9.0,7.3
111,2013-01-05 22:00,66.0,-10.4,7.3,66.0,-10.4,7.3,66.0,-10.4,7.3
112,2013-01-05 23:00,70.0,-10.2,7.3,70.0,-10.2,7.3,70.0,-10.2,7.3
113,2013-01-05 3:00,62.0,-17.2,7.5,62.0,-17.2,7.5,62.0,-17.2,7.5
114,2013-01-05 4:00,62.0,-17.7,7.5,62.0,-17.7,7.5,62.0,-17.7,7.5
115,2013-01-05 5:00,60.0,-18.2,7.5,60.0,-18.2,7.5,60.0,-18.2,7.5
116,2013-01-05 6:00,56.0,-18.8,7.5,56.0,-18.8,7.5,56.0,-18.8,7.5
117,2013-01-05 7:00,61.0,-17.7,7.5,61.0,-17.7,7.5,61.0,-17.7,7.5
118,2013-01-05 8:00,63.0,-17.7,7.5,63.0,-17.7,7.5,63.0,-17.7,7.5
119,2013-01-05 9:00,57.0,-17.8,7.5,57.0,-17.8,7.5,57.0,-17.8,7.5
120,2013-01-06 0:00,67.0,-11.2,7.3,67.0,-11.2,7.3,67.0,-11.2,7.3
121,2013-01-06 1:00,74.0,-10.4,7.3,74.0,-10.4,7.3,74.0,-10.4,7.3
122,2013-01-06 10:00,67.0,-12.1,7.3,67.0,-12.1,7.3,67.0,-12.1,7.3
123,2013-01-06 11:00,61.0,-12.2,7.3,61.0,-12.2,7.3,61.0,-12.2,7.3
124,2013-01-06 12:00,54.0,-12.3,7.3,54.0,-12.3,7.3,54.0,-12.3,7.3
125,2013-01-06 13:00,41.0,-14.2,7.2,41.0,-14.2,7.2,41.0,-14.2,7.2
126,2013-01-06 14:00,50.0,-11.4,7.2,50.0,-11.4,7.2,50.0,-11.4,7.2
127,2013-01-06 15:00,41.0,-13.5,7.2,41.0,-13.5,7.2,41.0,-13.5,7.2
128,2013-01-06 16:00,32.0,-16.8,7.1,32.0,-16.8,7.1,32.0,-16.8,7.1
129,2013-01-06 17:00,31.0,-18.4,7.1,31.0,-18.4,7.1,31.0,-18.4,7.1
130,2013-01-06 18:00,37.0,-17.2,7.1,37.0,-17.2,7.1,37.0,-17.2,7.1
131,2013-01-06 19:00,43.0,-16.0,7.1,43.0,-16.0,7.1,43.0,-16.0,7.1
132,2013-01-06 2:00,76.0,-10.9,7.3,76.0,-10.9,7.3,76.0,-10.9,7.3
133,2013-01-06 20:00,47.0,-15.3,7.1,47.0,-15.3,7.1,47.0,-15.3,7.1
134,2013-01-06 21:00,52.0,-14.4,7.1,52.0,-14.4,7.1,52.0,-14.4,7.1
135,2013-01-06 22:00,58.0,-13.6,7.1,58.0,-13.6,7.1,58.0,-13.6,7.1
136,2013-01-06 23:00,55.0,-14.4,7.1,55.0,-14.4,7.1,55.0,-14.4,7.1
137,2013-01-06 3:00,77.0,-11.3,7.3,77.0,-11.3,7.3,77.0,-11.3,7.3
138,2013-01-06 4:00,78.0,-11.4,7.3,78.0,-11.4,7.3,78.0,-11.4,7.3
139,2013-01-06 5:00,81.0,-11.2,7.3,81.0,-11.2,7.3,81.0,-11.2,7.3
140,2013-01-06 6:00,79.0,-11.8,7.3,79.0,-11.8,7.3,79.0,-11.8,7.3
141,2013-01-06 7:00,80.0,-12.0,7.3,80.0,-12.0,7.3,80.0,-12.0,7.3
142,2013-01-06 8:00,82.0,-11.9,7.3,82.0,-11.9,7.3,82.0,-11.9,7.3
143,2013-01-06 9:00,77.0,-12.1,7.3,77.0,-12.1,7.3,77.0,-12.1,7.3
144,2013-01-07 0:00,58.0,-13.9,7.1,58.0,-13.9,7.1,58.0,-13.9,7.1
145,2013-01-07 1:00,59.0,-14.0,7.1,59.0,-14.0,7.1,59.0,-14.0,7.1
146,2013-01-07 10:00,60.0,-12.7,7.1,60.0,-12.7,7.1,60.0,-12.7,7.1
147,2013-01-07 11:00,46.0,-14.5,7.1,46.0,-14.5,7.1,46.0,-14.5,7.1
148,2013-01-07 12:00,34.0,-16.5,7.1,34.0,-16.5,7.1,34.0,-16.5,7.1
149,2013-01-07 13:00,42.0,-12.5,7.0,42.0,-12.5,7.0,42.0,-12.5,7.0
150,2013-01-07 14:00,38.0,-12.6,6.9,38.0,-12.6,6.9,38.0,-12.6,6.9
151,2013-01-07 15:00,40.0,-13.1,6.9,40.0,-13.1,6.9,40.0,-13.1,6.9
152,2013-01-07 16:00,44.0,-12.2,6.9,44.0,-12.2,6.9,44.0,-12.2,6.9
153,2013-01-07 17:00,49.0,-11.6,6.9,49.0,-11.6,6.9,49.0,-11.6,6.9
154,2013-01-07 18:00,49.0,-12.2,6.9,49.0,-12.2,6.9,49.0,-12.2,6.9
155,2013-01-07 19:00,49.0,-12.6,6.9,49.0,-12.6,6.9,49.0,-12.6,6.9
156,2013-01-07 2:00,60.0,-14.4,7.1,60.0,-14.4,7.1,60.0,-14.4,7.1
157,2013-01-07 20:00,50.0,-12.6,6.9,50.0,-12.6,6.9,50.0,-12.6,6.9
158,2013-01-07 21:00,49.0,-13.1,6.9,49.0,-13.1,6.9,49.0,-13.1,6.9
159,2013-01-07 22:00,61.0,-10.8,6.9,61.0,-10.8,6.9,61.0,-10.8,6.9
160,2013-01-07 23:00,68.0,-9.9,6.9,68.0,-9.9,6.9,68.0,-9.9,6.9
161,2013-01-07 3:00,61.0,-14.4,7.1,61.0,-14.4,7.1,61.0,-14.4,7.1
162,2013-01-07 4:00,63.0,-14.4,7.1,63.0,-14.4,7.1,63.0,-14.4,7.1
163,2013-01-07 5:00,61.0,-14.8,7.1,61.0,-14.8,7.1,61.0,-14.8,7.1
164,2013-01-07 6:00,67.0,-13.7,7.1,67.0,-13.7,7.1,67.0,-13.7,7.1
165,2013-01-07 7:00,65.0,-13.6,7.1,65.0,-13.6,7.1,65.0,-13.6,7.1
166,2013-01-07 8:00,65.0,-13.7,7.1,65.0,-13.7,7.1,65.0,-13.7,7.1
167,2013-01-07 9:00,62.0,-13.6,7.1,62.0,-13.6,7.1,62.0,-13.6,7.1
168,2013-01-08 0:00,67.0,-10.2,6.9,67.0,-10.2,6.9,67.0,-10.2,6.9
169,2013-01-08 1:00,66.0,-10.8,6.9,66.0,-10.8,6.9,66.0,-10.8,6.9
170,2013-01-08 10:00,63.0,-10.4,6.9,63.0,-10.4,6.9,63.0,-10.4,6.9
171,2013-01-08 11:00,60.0,-9.9,6.9,60.0,-9.9,6.9,60.0,-9.9,6.9
172,2013-01-08 12:00,55.0,-10.5,6.7,55.0,-10.5,6.7,55.0,-10.5,6.7
173,2013-01-08 13:00,42.0,-13.3,6.6,42.0,-13.3,6.6,42.0,-13.3,6.6
174,2013-01-08 14:00,29.0,-17.6,6.5,29.0,-17.6,6.5,29.0,-17.6,6.5
175,2013-01-08 15:00,32.0,-15.3,6.4,32.0,-15.3,6.4,32.0,-15.3,6.4
176,2013-01-08 16:00,37.0,-14.3,6.4,37.0,-14.3,6.4,37.0,-14.3,6.4
177,2013-01-08 17:00,42.0,-13.7,6.4,42.0,-13.7,6.4,42.0,-13.7,6.4
178,2013-01-08 18:00,40.0,-15.0,6.4,40.0,-15.0,6.4,40.0,-15.0,6.4
179,2013-01-08 19:00,46.0,-14.0,6.4,46.0,-14.0,6.4,46.0,-14.0,6.4
180,2013-01-08 2:00,63.0,-11.4,6.9,63.0,-11.4,6.9,63.0,-11.4,6.9
181,2013-01-08 20:00,50.0,-13.4,6.4,50.0,-13.4,6.4,50.0,-13.4,6.4
182,2013-01-08 21:00,47.0,-14.8,6.4,47.0,-14.8,6.4,47.0,-14.8,6.4
183,2013-01-08 22:00,44.0,-16.3,6.4,44.0,-16.3,6.4,44.0,-16.3,6.4
184,2013-01-08 23:00,43.0,-16.9,6.4,43.0,-16.9,6.4,43.0,-16.9,6.4
185,2013-01-08 3:00,69.0,-10.5,6.9,69.0,-10.5,6.9,69.0,-10.5,6.9
186,2013-01-08 4:00,74.0,-10.0,6.9,74.0,-10.0,6.9,74.0,-10.0,6.9
187,2013-01-08 5:00,66.0,-11.3,6.9,66.0,-11.3,6.9,66.0,-11.3,6.9
188,2013-01-08 6:00,70.0,-10.7,6.9,70.0,-10.7,6.9,70.0,-10.7,6.9
189,2013-01-08 7:00,73.0,-10.6,6.9,73.0,-10.6,6.9,73.0,-10.6,6.9
190,2013-01-08 8:00,74.0,-10.4,6.9,74.0,-10.4,6.9,74.0,-10.4,6.9
191,2013-01-08 9:00,69.0,-10.8,6.9,69.0,-10.8,6.9,69.0,-10.8,6.9
192,2013-01-09 0:00,45.0,-16.7,6.4,45.0,-16.7,6.4,45.0,-16.7,6.4
193,2013-01-09 1:00,50.0,-16.1,6.4,50.0,-16.1,6.4,50.0,-16.1,6.4
194,2013-01-09 10:00,37.0,-21.6,6.4,37.0,-21.6,6.4,37.0,-21.6,6.4
195,2013-01-09 11:00,35.0,-21.6,6.4,35.0,-21.6,6.4,35.0,-21.6,6.4
196,2013-01-09 12:00,29.0,-23.0,6.4,29.0,-23.0,6.4,29.0,-23.0,6.4
197,2013-01-09 13:00,31.0,-21.8,6.4,31.0,-21.8,6.4,31.0,-21.8,6.4
198,2013-01-09 14:00,32.0,-21.4,6.3,32.0,-21.4,6.3,32.0,-21.4,6.3
199,2013-01-09 15:00,31.0,-21.0,6.3,31.0,-21.0,6.3,31.0,-21.0,6.3
200,2013-01-09 16:00,30.0,-21.8,6.3,30.0,-21.8,6.3,30.0,-21.8,6.3
201,2013-01-09 17:00,30.0,-22.3,6.2,30.0,-22.3,6.2,30.0,-22.3,6.2
202,2013-01-09 18:00,33.0,-22.0,6.2,33.0,-22.0,6.2,33.0,-22.0,6.2
203,2013-01-09 19:00,36.0,-21.3,6.2,36.0,-21.3,6.2,36.0,-21.3,6.2
204,2013-01-09 2:00,48.0,-17.3,6.4,48.0,-17.3,6.4,48.0,-17.3,6.4
205,2013-01-09 20:00,39.0,-20.7,6.2,39.0,-20.7,6.2,39.0,-20.7,6.2
206,2013-01-09 21:00,39.0,-20.9,6.2,39.0,-20.9,6.2,39.0,-20.9,6.2
207,2013-01-09 22:00,44.0,-19.8,6.2,44.0,-19.8,6.2,44.0,-19.8,6.2
208,2013-01-09 23:00,44.0,-20.3,6.2,44.0,-20.3,6.2,44.0,-20.3,6.2
209,2013-01-09 3:00,50.0,-17.2,6.4,50.0,-17.2,6.4,50.0,-17.2,6.4
210,2013-01-09 4:00,51.0,-17.2,6.4,51.0,-17.2,6.4,51.0,-17.2,6.4
211,2013-01-09 5:00,53.0,-17.1,6.4,53.0,-17.1,6.4,53.0,-17.1,6.4
212,2013-01-09 6:00,51.0,-17.9,6.4,51.0,-17.9,6.4,51.0,-17.9,6.4
213,2013-01-09 7:00,52.0,-18.1,6.4,52.0,-18.1,6.4,52.0,-18.1,6.4
214,2013-01-09 8:00,46.0,-19.6,6.4,46.0,-19.6,6.4,46.0,-19.6,6.4
215,2013-01-09 9:00,40.0,-20.9,6.4,40.0,-20.9,6.4,40.0,-20.9,6.4
216,2013-01-10 0:00,35.0,-23.0,6.2,35.0,-23.0,6.2,35.0,-23.0,6.2
217,2013-01-10 1:00,37.0,-22.7,6.2,37.0,-22.7,6.2,37.0,-22.7,6.2
218,2013-01-10 10:00,34.0,-22.7,6.2,34.0,-22.7,6.2,34.0,-22.7,6.2
219,2013-01-10 11:00,29.0,-23.1,6.2,29.0,-23.1,6.2,29.0,-23.1,6.2
220,2013-01-10 12:00,32.0,-19.7,6.2,32.0,-19.7,6.2,32.0,-19.7,6.2
221,2013-01-10 13:00,28.0,-20.0,6.2,28.0,-20.0,6.2,28.0,-20.0,6.2
222,2013-01-10 14:00,27.0,-20.4,6.2,27.0,-20.4,6.2,27.0,-20.4,6.2
223,2013-01-10 15:00,29.0,-19.6,6.1,29.0,-19.6,6.1,29.0,-19.6,6.1
224,2013-01-10 16:00,28.0,-20.0,6.1,28.0,-20.0,6.1,28.0,-20.0,6.1
225,2013-01-10 17:00,29.0,-20.5,6.1,29.0,-20.5,6.1,29.0,-20.5,6.1
226,2013-01-10 18:00,31.0,-20.6,6.1,31.0,-20.6,6.1,31.0,-20.6,6.1
227,2013-01-10 19:00,35.0,-19.7,6.1,35.0,-19.7,6.1,35.0,-19.7,6.1
228,2013-01-10 2:00,44.0,-21.1,6.2,44.0,-21.1,6.2,44.0,-21.1,6.2
229,2013-01-10 20:00,40.0,-18.2,6.1,40.0,-18.2,6.1,40.0,-18.2,6.1
230,2013-01-10 21:00,42.0,-17.9,6.1,42.0,-17.9,6.1,42.0,-17.9,6.1
231,2013-01-10 22:00,42.0,-17.5,6.1,42.0,-17.5,6.1,42.0,-17.5,6.1
232,2013-01-10 23:00,45.0,-17.3,6.1,45.0,-17.3,6.1,45.0,-17.3,6.1
233,2013-01-10 3:00,48.0,-20.4,6.2,48.0,-20.4,6.2,48.0,-20.4,6.2
234,2013-01-10 4:00,50.0,-20.4,6.2,50.0,-20.4,6.2,50.0,-20.4,6.2
235,2013-01-10 5:00,49.0,-20.6,6.2,49.0,-20.6,6.2,49.0,-20.6,6.2
236,2013-01-10 6:00,50.0,-20.5,6.2,50.0,-20.5,6.2,50.0,-20.5,6.2
237,2013-01-10 7:00,52.0,-19.8,6.2,52.0,-19.8,6.2,52.0,-19.8,6.2
238,2013-01-10 8:00,56.0,-19.1,6.2,56.0,-19.1,6.2,56.0,-19.1,6.2
239,2013-01-10 9:00,47.0,-20.5,6.2,47.0,-20.5,6.2,47.0,-20.5,6.2
240,2013-01-11 0:00,51.0,-16.1,6.1,51.0,-16.1,6.1,51.0,-16.1,6.1
241,2013-01-11 1:00,46.0,-16.8,6.1,46.0,-16.8,6.1,46.0,-16.8,6.1
242,2013-01-11 10:00,52.0,-13.4,6.1,52.0,-13.4,6.1,52.0,-13.4,6.1
243,2013-01-11 11:00,48.0,-13.1,6.1,48.0,-13.1,6.1,48.0,-13.1,6.1
244,2013-01-11 12:00,44.0,-12.7,6.1,44.0,-12.7,6.1,44.0,-12.7,6.1
245,2013-01-11 13:00,42.0,-11.8,6.1,42.0,-11.8,6.1,42.0,-11.8,6.1
246,2013-01-11 14:00,42.0,-11.0,6.0,42.0,-11.0,6.0,42.0,-11.0,6.0
247,2013-01-11 15:00,41.0,-10.7,6.0,41.0,-10.7,6.0,41.0,-10.7,6.0
248,2013-01-11 16:00,46.0,-9.8,6.0,46.0,-9.8,6.0,46.0,-9.8,6.0
249,2013-01-11 17:00,48.0,-9.7,6.0,48.0,-9.7,6.0,48.0,-9.7,6.0
250,2013-01-11 18:00,49.0,-9.7,6.0,49.0,-9.7,6.0,49.0,-9.7,6.0
251,2013-01-11 19:00,52.0,-9.3,6.0,52.0,-9.3,6.0,52.0,-9.3,6.0
252,2013-01-11 2:00,46.0,-16.6,6.1,46.0,-16.6,6.1,46.0,-16.6,6.1
253,2013-01-11 20:00,52.0,-9.5,6.0,52.0,-9.5,6.0,52.0,-9.5,6.0
254,2013-01-11 21:00,54.0,-9.6,6.0,54.0,-9.6,6.0,54.0,-9.6,6.0
255,2013-01-11 22:00,54.0,-9.8,6.0,54.0,-9.8,6.0,54.0,-9.8,6.0
256,2013-01-11 23:00,59.0,-9.6,6.0,59.0,-9.6,6.0,59.0,-9.6,6.0
257,2013-01-11 3:00,50.0,-15.8,6.1,50.0,-15.8,6.1,50.0,-15.8,6.1
258,2013-01-11 4:00,51.0,-15.2,6.1,51.0,-15.2,6.1,51.0,-15.2,6.1
259,2013-01-11 5:00,50.0,-15.4,6.1,50.0,-15.4,6.1,50.0,-15.4,6.1
260,2013-01-11 6:00,53.0,-14.8,6.1,53.0,-14.8,6.1,53.0,-14.8,6.1
261,2013-01-11 7:00,52.0,-14.9,6.1,52.0,-14.9,6.1,52.0,-14.9,6.1
262,2013-01-11 8:00,52.0,-14.7,6.1,52.0,-14.7,6.1,52.0,-14.7,6.1
263,2013-01-11 9:00,53.0,-13.9,6.1,53.0,-13.9,6.1,53.0,-13.9,6.1
264,2013-01-12 0:00,60.0,-9.4,6.0,60.0,-9.4,6.0,60.0,-9.4,6.0
265,2013-01-12 1:00,59.0,-9.2,6.0,59.0,-9.2,6.0,59.0,-9.2,6.0
266,2013-01-12 10:00,72.0,-5.4,6.1,72.0,-5.4,6.1,72.0,-5.4,6.1
