,loc,date,Humi,dew,snow
88,°è·æ»ê,2013-01-04 14:00,36.5,-18.35,10.75
89,°è·æ»ê,2013-01-04 15:00,36.0,-18.75,10.6
90,°è·æ»ê,2013-01-04 16:00,37.0,-18.9,10.5
91,°è·æ»ê,2013-01-04 17:00,40.5,-18.55,10.45
92,°è·æ»ê,2013-01-04 18:00,44.5,-18.05,10.45
93,°è·æ»ê,2013-01-04 19:00,52.0,-16.8,10.45
94,°è·æ»ê,2013-01-04 20:00,53.5,-16.9,10.45
95,°è·æ»ê,2013-01-04 21:00,59.5,-16.4,10.45
96,°è·æ»ê,2013-01-04 22:00,61.5,-16.6,10.45
97,°è·æ»ê,2013-01-04 23:00,63.0,-17.0,10.45
98,°è·æ»ê,2013-01-05 0:00,65.0,-16.85,10.45
99,°è·æ»ê,2013-01-05 1:00,70.5,-16.2,10.45
100,°è·æ»ê,2013-01-05 2:00,72.0,-16.55,10.45
101,°è·æ»ê,2013-01-05 3:00,71.0,-16.8,10.45
102,°è·æ»ê,2013-01-05 4:00,70.5,-17.1,10.45
103,°è·æ»ê,2013-01-05 5:00,73.5,-16.8,10.45
104,°è·æ»ê,2013-01-05 6:00,74.5,-17.0,10.45
105,°è·æ»ê,2013-01-05 7:00,73.0,-17.0,10.45
106,°è·æ»ê,2013-01-05 8:00,68.5,-17.05,10.45
107,°è·æ»ê,2013-01-05 9:00,66.5,-15.6,10.45
108,°è·æ»ê,2013-01-05 10:00,57.5,-14.8,10.45
109,°è·æ»ê,2013-01-05 11:00,49.0,-14.05,10.4
110,°è·æ»ê,2013-01-05 12:00,48.0,-11.9,10.25
111,°è·æ»ê,2013-01-05 13:00,51.0,-10.6,10.2
112,°è·æ»ê,2013-01-05 14:00,51.5,-9.75,10.1
113,°è·æ»ê,2013-01-05 15:00,60.0,-8.35,10.0
114,°è·æ»ê,2013-01-05 16:00,60.5,-8.4,9.95
115,°è·æ»ê,2013-01-05 17:00,65.0,-8.3,9.95
116,°è·æ»ê,2013-01-05 18:00,69.0,-8.0,9.95
117,°è·æ»ê,2013-01-05 19:00,69.5,-8.45,9.95
118,°è·æ»ê,2013-01-05 20:00,68.5,-9.2,9.95
119,°è·æ»ê,2013-01-05 21:00,72.0,-8.7,9.95
120,°è·æ»ê,2013-01-05 22:00,72.5,-9.3,9.95
121,°è·æ»ê,2013-01-05 23:00,78.5,-8.9,9.95
122,°è·æ»ê,2013-01-06 0:00,80.0,-9.1,9.95
123,°è·æ»ê,2013-01-06 1:00,82.0,-9.350000000000001,9.95
124,°è·æ»ê,2013-01-06 2:00,83.0,-9.7,9.95
125,°è·æ»ê,2013-01-06 3:00,85.5,-9.8,9.95
126,°è·æ»ê,2013-01-06 4:00,84.5,-10.2,9.95
127,°è·æ»ê,2013-01-06 5:00,86.0,-10.35,9.95
128,°è·æ»ê,2013-01-06 6:00,87.0,-10.4,9.95
129,°è·æ»ê,2013-01-06 7:00,85.5,-10.399999999999999,9.95
130,°è·æ»ê,2013-01-06 8:00,80.5,-10.3,9.95
131,°è·æ»ê,2013-01-06 9:00,76.0,-10.1,9.95
132,°è·æ»ê,2013-01-06 10:00,66.0,-9.850000000000001,9.95
133,°è·æ»ê,2013-01-06 11:00,52.5,-11.149999999999999,9.9
134,°è·æ»ê,2013-01-06 12:00,51.0,-10.9,9.9
135,°è·æ»ê,2013-01-06 13:00,43.5,-12.25,9.85
136,°è·æ»ê,2013-01-06 14:00,35.0,-15.0,9.8
137,°è·æ»ê,2013-01-06 15:00,33.0,-15.75,9.75
138,°è·æ»ê,2013-01-06 16:00,37.5,-14.7,9.75
139,°è·æ»ê,2013-01-06 17:00,44.0,-13.65,9.75
140,°è·æ»ê,2013-01-06 18:00,50.5,-12.8,9.75
141,°è·æ»ê,2013-01-06 19:00,50.0,-13.95,9.75
142,°è·æ»ê,2013-01-06 20:00,51.5,-14.399999999999999,9.75
143,°è·æ»ê,2013-01-06 21:00,50.0,-15.0,9.75
144,°è·æ»ê,2013-01-06 22:00,55.5,-14.25,9.75
145,°è·æ»ê,2013-01-06 23:00,63.5,-13.3,9.75
146,°è·æ»ê,2013-01-07 0:00,64.5,-13.5,9.75
147,°è·æ»ê,2013-01-07 1:00,66.0,-13.850000000000001,9.75
148,°è·æ»ê,2013-01-07 2:00,69.5,-13.7,9.75
149,°è·æ»ê,2013-01-07 3:00,69.5,-13.850000000000001,9.75
150,°è·æ»ê,2013-01-07 4:00,74.5,-13.149999999999999,9.75
151,°è·æ»ê,2013-01-07 5:00,73.5,-13.3,9.75
152,°è·æ»ê,2013-01-07 6:00,74.5,-13.1,9.75
153,°è·æ»ê,2013-01-07 7:00,72.5,-13.05,9.75
154,°è·æ»ê,2013-01-07 8:00,73.0,-12.35,9.75
155,°è·æ»ê,2013-01-07 9:00,61.5,-13.0,9.75
156,°è·æ»ê,2013-01-07 10:00,51.0,-13.8,9.75
157,°è·æ»ê,2013-01-07 11:00,46.0,-12.7,9.65
158,°è·æ»ê,2013-01-07 12:00,41.5,-12.5,9.55
159,°è·æ»ê,2013-01-07 13:00,38.0,-13.3,9.5
160,°è·æ»ê,2013-01-07 14:00,39.5,-12.7,9.45
161,°è·æ»ê,2013-01-07 15:00,45.5,-11.05,9.4
162,°è·æ»ê,2013-01-07 16:00,48.0,-11.05,9.3
163,°è·æ»ê,2013-01-07 17:00,50.5,-10.85,9.3
164,°è·æ»ê,2013-01-07 18:00,54.0,-10.649999999999999,9.3
165,°è·æ»ê,2013-01-07 19:00,56.5,-10.7,9.3
166,°è·æ»ê,2013-01-07 20:00,64.0,-9.5,9.3
167,°è·æ»ê,2013-01-07 21:00,68.5,-9.15,9.3
168,°è·æ»ê,2013-01-07 22:00,69.0,-9.35,9.3
169,°è·æ»ê,2013-01-07 23:00,70.5,-9.600000000000001,9.3
170,°è·æ»ê,2013-01-08 0:00,70.5,-10.100000000000001,9.3
171,°è·æ»ê,2013-01-08 1:00,75.5,-9.7,9.3
172,°è·æ»ê,2013-01-08 2:00,80.0,-9.45,9.3
173,°è·æ»ê,2013-01-08 3:00,77.0,-10.2,9.3
174,°è·æ»ê,2013-01-08 4:00,78.5,-10.25,9.3
175,°è·æ»ê,2013-01-08 5:00,81.5,-10.25,9.3
176,°è·æ»ê,2013-01-08 6:00,82.5,-10.2,9.3
177,°è·æ»ê,2013-01-08 7:00,80.0,-10.55,9.3
178,°è·æ»ê,2013-01-08 8:00,77.5,-10.25,9.3
179,°è·æ»ê,2013-01-08 9:00,73.5,-9.75,9.3
180,°è·æ»ê,2013-01-08 10:00,67.5,-9.35,9.2
181,°è·æ»ê,2013-01-08 11:00,55.0,-10.55,9.149999999999999
182,°è·æ»ê,2013-01-08 12:00,44.0,-12.55,9.05
183,°è·æ»ê,2013-01-08 13:00,45.0,-10.75,8.95
184,°è·æ»ê,2013-01-08 14:00,43.0,-11.15,8.9
185,°è·æ»ê,2013-01-08 15:00,44.5,-11.05,8.850000000000001
186,°è·æ»ê,2013-01-08 16:00,43.5,-11.85,8.850000000000001
187,°è·æ»ê,2013-01-08 17:00,45.5,-12.3,8.850000000000001
188,°è·æ»ê,2013-01-08 18:00,49.0,-12.3,8.850000000000001
189,°è·æ»ê,2013-01-08 19:00,51.0,-12.7,8.850000000000001
190,°è·æ»ê,2013-01-08 20:00,51.0,-13.3,8.850000000000001
191,°è·æ»ê,2013-01-08 21:00,51.0,-13.799999999999999,8.850000000000001
192,°è·æ»ê,2013-01-08 22:00,53.5,-13.7,8.850000000000001
193,°è·æ»ê,2013-01-08 23:00,56.5,-13.55,8.850000000000001
194,°è·æ»ê,2013-01-09 0:00,56.5,-14.05,8.850000000000001
195,°è·æ»ê,2013-01-09 1:00,59.0,-13.649999999999999,8.850000000000001
196,°è·æ»ê,2013-01-09 2:00,60.0,-13.8,8.850000000000001
197,°è·æ»ê,2013-01-09 3:00,62.0,-13.9,8.850000000000001
198,°è·æ»ê,2013-01-09 4:00,60.0,-14.45,8.850000000000001
199,°è·æ»ê,2013-01-09 5:00,62.5,-14.5,8.850000000000001
200,°è·æ»ê,2013-01-09 6:00,62.0,-14.950000000000001,8.850000000000001
201,°è·æ»ê,2013-01-09 7:00,56.5,-16.15,8.850000000000001
202,°è·æ»ê,2013-01-09 8:00,56.0,-16.9,8.850000000000001
203,°è·æ»ê,2013-01-09 9:00,51.0,-16.85,8.850000000000001
204,°è·æ»ê,2013-01-09 10:00,45.5,-17.4,8.850000000000001
205,°è·æ»ê,2013-01-09 11:00,42.5,-17.05,8.850000000000001
206,°è·æ»ê,2013-01-09 12:00,39.0,-17.4,8.75
207,°è·æ»ê,2013-01-09 13:00,36.0,-17.35,8.75
208,°è·æ»ê,2013-01-09 14:00,35.0,-17.9,8.75
209,°è·æ»ê,2013-01-09 15:00,35.5,-18.05,8.7
210,°è·æ»ê,2013-01-09 16:00,36.5,-18.2,8.7
211,°è·æ»ê,2013-01-09 17:00,38.0,-18.65,8.7
212,°è·æ»ê,2013-01-09 18:00,41.5,-18.4,8.7
213,°è·æ»ê,2013-01-09 19:00,43.0,-18.65,8.7
214,°è·æ»ê,2013-01-09 20:00,47.0,-18.0,8.7
215,°è·æ»ê,2013-01-09 21:00,51.0,-17.75,8.7
216,°è·æ»ê,2013-01-09 22:00,48.0,-19.1,8.7
217,°è·æ»ê,2013-01-09 23:00,50.5,-18.7,8.7
218,°è·æ»ê,2013-01-10 0:00,57.5,-17.450000000000003,8.7
219,°è·æ»ê,2013-01-10 1:00,60.5,-17.35,8.7
220,°è·æ»ê,2013-01-10 2:00,63.5,-17.35,8.7
221,°è·æ»ê,2013-01-10 3:00,64.5,-17.5,8.7
222,°è·æ»ê,2013-01-10 4:00,66.5,-17.4,8.7
223,°è·æ»ê,2013-01-10 5:00,68.5,-17.15,8.7
224,°è·æ»ê,2013-01-10 6:00,70.0,-17.0,8.7
225,°è·æ»ê,2013-01-10 7:00,61.0,-18.7,8.7
226,°è·æ»ê,2013-01-10 8:00,52.5,-20.25,8.7
227,°è·æ»ê,2013-01-10 9:00,44.0,-20.0,8.7
228,°è·æ»ê,2013-01-10 10:00,35.5,-19.45,8.7
229,°è·æ»ê,2013-01-10 11:00,30.0,-19.95,8.7
230,°è·æ»ê,2013-01-10 12:00,29.0,-19.65,8.7
231,°è·æ»ê,2013-01-10 13:00,29.5,-19.200000000000003,8.649999999999999
232,°è·æ»ê,2013-01-10 14:00,29.0,-19.0,8.649999999999999
233,°è·æ»ê,2013-01-10 15:00,29.0,-19.1,8.6
234,°è·æ»ê,2013-01-10 16:00,31.0,-18.700000000000003,8.6
235,°è·æ»ê,2013-01-10 17:00,34.5,-18.4,8.6
236,°è·æ»ê,2013-01-10 18:00,39.5,-17.4,8.6
237,°è·æ»ê,2013-01-10 19:00,42.0,-17.299999999999997,8.6
238,°è·æ»ê,2013-01-10 20:00,44.5,-16.8,8.6
239,°è·æ»ê,2013-01-10 21:00,47.5,-16.6,8.6
240,°è·æ»ê,2013-01-10 22:00,52.5,-15.950000000000001,8.6
241,°è·æ»ê,2013-01-10 23:00,54.0,-15.9,8.6
242,°è·æ»ê,2013-01-11 0:00,56.5,-15.65,8.6
243,°è·æ»ê,2013-01-11 1:00,59.5,-15.4,8.6
244,°è·æ»ê,2013-01-11 2:00,63.0,-14.85,8.6
245,°è·æ»ê,2013-01-11 3:00,64.0,-14.9,8.6
246,°è·æ»ê,2013-01-11 4:00,66.5,-14.5,8.6
247,°è·æ»ê,2013-01-11 5:00,67.0,-14.8,8.6
248,°è·æ»ê,2013-01-11 6:00,67.5,-14.75,8.6
249,°è·æ»ê,2013-01-11 7:00,68.5,-14.25,8.6
250,°è·æ»ê,2013-01-11 8:00,69.0,-13.850000000000001,8.6
251,°è·æ»ê,2013-01-11 9:00,64.0,-13.399999999999999,8.6
252,°è·æ»ê,2013-01-11 10:00,57.0,-12.5,8.6
253,°è·æ»ê,2013-01-11 11:00,51.0,-11.350000000000001,8.6
254,°è·æ»ê,2013-01-11 12:00,47.5,-10.5,8.5
255,°è·æ»ê,2013-01-11 13:00,47.5,-9.149999999999999,8.45
256,°è·æ»ê,2013-01-11 14:00,49.0,-8.600000000000001,8.4
257,°è·æ»ê,2013-01-11 15:00,51.0,-8.149999999999999,8.35
258,°è·æ»ê,2013-01-11 16:00,51.0,-8.5,8.3
259,°è·æ»ê,2013-01-11 17:00,54.5,-8.25,8.3
260,°è·æ»ê,2013-01-11 18:00,56.0,-8.5,8.3
261,°è·æ»ê,2013-01-11 19:00,58.5,-8.5,8.3
262,°è·æ»ê,2013-01-11 20:00,60.0,-8.65,8.3
263,°è·æ»ê,2013-01-11 21:00,66.0,-8.25,8.3
264,°è·æ»ê,2013-01-11 22:00,66.5,-8.35,8.3
265,°è·æ»ê,2013-01-11 23:00,68.0,-7.949999999999999,8.3
266,°è·æ»ê,2013-01-12 0:00,68.5,-8.15,8.3
267,°è·æ»ê,2013-01-12 1:00,69.5,-8.0,8.3
268,°è·æ»ê,2013-01-12 2:00,71.0,-8.2,8.3
269,°è·æ»ê,2013-01-12 3:00,72.0,-8.0,8.3
270,°è·æ»ê,2013-01-12 4:00,79.5,-6.95,8.35
271,°è·æ»ê,2013-01-12 5:00,80.5,-6.6,8.35
272,°è·æ»ê,2013-01-12 6:00,80.0,-6.3,8.35
273,°è·æ»ê,2013-01-12 7:00,79.5,-6.0,8.35
274,°è·æ»ê,2013-01-12 8:00,77.0,-6.0,8.35
275,°è·æ»ê,2013-01-12 9:00,76.0,-5.199999999999999,8.35
276,°è·æ»ê,2013-01-12 10:00,70.5,-4.1,8.25
277,°è·æ»ê,2013-01-12 11:00,66.0,-2.95,8.1
278,°è·æ»ê,2013-01-12 12:00,63.5,-2.25,7.8
279,°è·æ»ê,2013-01-12 13:00,64.5,-1.3,7.4
280,°è·æ»ê,2013-01-12 14:00,63.0,-1.75,7.0
281,°è·æ»ê,2013-01-12 15:00,62.0,-2.25,6.5
282,°è·æ»ê,2013-01-12 16:00,65.5,-2.25,5.949999999999999
283,°è·æ»ê,2013-01-12 17:00,70.5,-2.05,5.85
284,°è·æ»ê,2013-01-12 18:00,76.0,-1.95,5.85
285,°è·æ»ê,2013-01-12 19:00,79.0,-2.15,5.85
286,°è·æ»ê,2013-01-12 20:00,83.0,-2.05,5.85
287,°è·æ»ê,2013-01-12 21:00,85.0,-2.4,5.85
288,°è·æ»ê,2013-01-12 22:00,86.0,-2.85,5.85
289,°è·æ»ê,2013-01-12 23:00,88.5,-2.8499999999999996,5.85
290,°è·æ»ê,2013-01-13 0:00,89.0,-3.5,5.85
291,°è·æ»ê,2013-01-13 1:00,89.0,-3.9,5.85
292,°è·æ»ê,2013-01-13 2:00,90.0,-3.95,5.85
293,°è·æ»ê,2013-01-13 3:00,89.5,-4.05,5.85
294,°è·æ»ê,2013-01-13 4:00,90.5,-4.25,5.85
295,°è·æ»ê,2013-01-13 5:00,90.0,-4.4,5.85
296,°è·æ»ê,2013-01-13 6:00,90.5,-4.5,5.85
297,°è·æ»ê,2013-01-13 7:00,88.0,-4.7,5.85
298,°è·æ»ê,2013-01-13 8:00,85.5,-4.35,5.85
299,°è·æ»ê,2013-01-13 9:00,79.5,-4.45,5.800000000000001
300,°è·æ»ê,2013-01-13 10:00,76.0,-4.35,5.800000000000001
301,°è·æ»ê,2013-01-13 11:00,68.0,-5.55,5.7
302,°è·æ»ê,2013-01-13 12:00,59.5,-6.5,5.65
303,°è·æ»ê,2013-01-13 13:00,50.0,-7.8500000000000005,5.55
304,°è·æ»ê,2013-01-13 14:00,62.5,-3.9499999999999997,5.45
305,°è·æ»ê,2013-01-13 15:00,64.0,-3.8499999999999996,5.4
306,°è·æ»ê,2013-01-13 16:00,65.0,-4.2,5.4
307,°è·æ»ê,2013-01-13 17:00,67.0,-4.3,5.4
308,°è·æ»ê,2013-01-13 18:00,70.0,-4.45,5.4
309,°è·æ»ê,2013-01-13 19:00,66.0,-5.449999999999999,5.4
310,°è·æ»ê,2013-01-13 20:00,69.0,-5.5,5.4
311,°è·æ»ê,2013-01-13 21:00,71.5,-5.699999999999999,5.4
312,°è·æ»ê,2013-01-13 22:00,71.5,-5.9,5.4
313,°è·æ»ê,2013-01-13 23:00,76.5,-5.7,5.4
314,°è·æ»ê,2013-01-14 0:00,74.0,-6.15,5.4
315,°è·æ»ê,2013-01-14 1:00,79.5,-6.15,5.4
316,°è·æ»ê,2013-01-14 2:00,80.5,-6.25,5.4
317,°è·æ»ê,2013-01-14 3:00,83.0,-6.35,5.4
318,°è·æ»ê,2013-01-14 4:00,82.5,-6.85,5.4
319,°è·æ»ê,2013-01-14 5:00,85.0,-6.85,5.4
320,°è·æ»ê,2013-01-14 6:00,84.5,-7.15,5.4
321,°è·æ»ê,2013-01-14 7:00,84.5,-7.300000000000001,5.4
322,°è·æ»ê,2013-01-14 8:00,82.0,-7.15,5.4
323,°è·æ»ê,2013-01-14 9:00,78.0,-7.25,5.4
324,°è·æ»ê,2013-01-14 10:00,72.0,-6.85,5.4
325,°è·æ»ê,2013-01-14 11:00,61.0,-7.55,5.4
326,°è·æ»ê,2013-01-14 12:00,56.5,-6.3,5.3
327,°è·æ»ê,2013-01-14 13:00,55.0,-6.35,5.2
328,°è·æ»ê,2013-01-14 14:00,54.0,-6.0,5.15
329,°è·æ»ê,2013-01-14 15:00,58.5,-5.199999999999999,5.1
330,°è·æ»ê,2013-01-14 16:00,59.0,-5.5,5.050000000000001
331,°è·æ»ê,2013-01-14 17:00,60.0,-5.95,5.0
332,°è·æ»ê,2013-01-14 18:00,56.0,-7.65,5.0
333,°è·æ»ê,2013-01-14 19:00,56.5,-8.35,5.0
334,°è·æ»ê,2013-01-14 20:00,62.0,-8.25,5.0
335,°è·æ»ê,2013-01-14 21:00,63.0,-8.35,5.0
336,°è·æ»ê,2013-01-14 22:00,66.0,-8.65,5.0
337,°è·æ»ê,2013-01-14 23:00,68.0,-8.600000000000001,5.0
338,°è·æ»ê,2013-01-15 0:00,71.0,-8.5,5.0
339,°è·æ»ê,2013-01-15 1:00,68.5,-9.05,5.0
340,°è·æ»ê,2013-01-15 2:00,70.0,-9.4,5.0
341,°è·æ»ê,2013-01-15 3:00,71.0,-9.6,5.0
342,°è·æ»ê,2013-01-15 4:00,73.5,-9.3,5.0
343,°è·æ»ê,2013-01-15 5:00,77.5,-9.2,5.0
344,°è·æ»ê,2013-01-15 6:00,78.5,-9.3,5.0
345,°è·æ»ê,2013-01-15 7:00,75.5,-9.7,5.0
346,°è·æ»ê,2013-01-15 8:00,73.5,-9.65,5.0
347,°è·æ»ê,2013-01-15 9:00,71.5,-8.7,5.0
348,°è·æ»ê,2013-01-15 10:00,66.0,-8.1,5.0
349,°è·æ»ê,2013-01-15 11:00,60.0,-7.6,5.0
350,°è·æ»ê,2013-01-15 12:00,56.5,-7.2,5.0
351,°è·æ»ê,2013-01-15 13:00,50.5,-7.65,4.9
352,°è·æ»ê,2013-01-15 14:00,47.0,-8.05,4.85
353,°è·æ»ê,2013-01-15 15:00,47.0,-7.800000000000001,4.75
354,°è·æ»ê,2013-01-15 16:00,51.0,-7.55,4.7
355,°è·æ»ê,2013-01-15 17:00,54.0,-7.35,4.65
356,°è·æ»ê,2013-01-15 18:00,57.0,-7.3999999999999995,4.65
357,°è·æ»ê,2013-01-15 19:00,61.5,-7.3,4.65
358,°è·æ»ê,2013-01-15 20:00,65.5,-7.0,4.65
359,°è·æ»ê,2013-01-15 21:00,68.0,-7.1,4.65
360,°è·æ»ê,2013-01-15 22:00,66.5,-7.6000000000000005,4.65
361,°è·æ»ê,2013-01-15 23:00,71.0,-7.3500000000000005,4.65
362,°è·æ»ê,2013-01-16 0:00,72.5,-7.6,4.65
363,°è·æ»ê,2013-01-16 1:00,71.5,-7.949999999999999,4.65
364,°è·æ»ê,2013-01-16 2:00,72.0,-8.1,4.65
365,°è·æ»ê,2013-01-16 3:00,74.0,-8.1,4.65
366,°è·æ»ê,2013-01-16 4:00,74.5,-8.100000000000001,4.65
367,°è·æ»ê,2013-01-16 5:00,74.0,-8.0,4.65
368,°è·æ»ê,2013-01-16 6:00,74.5,-7.45,4.65
369,°è·æ»ê,2013-01-16 7:00,75.5,-6.75,4.7
370,°è·æ»ê,2013-01-16 8:00,81.0,-6.15,4.9
371,°è·æ»ê,2013-01-16 9:00,81.0,-5.65,4.9
372,°è·æ»ê,2013-01-16 10:00,78.0,-5.15,4.9
373,°è·æ»ê,2013-01-16 11:00,70.5,-5.5,4.75
374,°è·æ»ê,2013-01-16 12:00,73.5,-4.95,4.6
375,°è·æ»ê,2013-01-16 13:00,71.5,-4.949999999999999,4.55
376,°è·æ»ê,2013-01-16 14:00,68.5,-5.0,4.55
377,°è·æ»ê,2013-01-16 15:00,70.0,-5.1000000000000005,4.5
378,°è·æ»ê,2013-01-16 16:00,71.5,-5.1499999999999995,4.5
379,°è·æ»ê,2013-01-16 17:00,75.5,-4.8,4.5
380,°è·æ»ê,2013-01-16 18:00,76.0,-5.449999999999999,4.5
381,°è·æ»ê,2013-01-16 19:00,74.5,-6.199999999999999,4.55
